FirstName;Surname;PositionsList;Team;Cost;PointsLastRound;TotalPoints;AveragePoints;AveragePointsPerDollar;TotalPointsPerDollar;GameweekWeighting;TransfersOut;YellowCards;GoalsConceded;GoalsConcededPoints;Saves;SavesPoints;GoalsScored;GoalsScoredPoints;ValueSeason;TransfersOutRound;PriceRise;PriceFallRound;LastSeasonPoints;PriceFall;ValueForm;PenaltiesMissed;Form;Bonus;FanRating;CleanSheets;CleanSheetPoints;Assists;SelectedByPercent;TransfersIn;OwnGoals;EAIndex;PenaltiesSaved;DreamteamCount;MinutesPlayed;TransfersInRound;PriceRiseRound;RedCards;BPS;NextFixture1;NextFixture2;NextFixture3;NextFixture4;NextFixture5;GW6Forecast;GW7Forecast;GW8Forecast;GW9Forecast;GW10Forecast;GW11Forecast;GW12Forecast;GW13Forecast;GW14Forecast;GW15Forecast;GW16Forecast;GW17Forecast;GW18Forecast;GW19Forecast;GW20Forecast;GW21Forecast;GW22Forecast;GW23Forecast;GW24Forecast;GW25Forecast;GW26Forecast;GW27Forecast;GW28Forecast;GW29Forecast;GW30Forecast;GW31Forecast;GW32Forecast;GW33Forecast;GW34Forecast;GW35Forecast;GW36Forecast;GW37Forecast;GW38Forecast
Jordi;Amat;DEF;SWA;4100000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordin;Amrabat;MID;WAT;5000000;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keshi;Anderson;FWD;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Angelino;DEF;MCI;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Victor;Anichebe;FWD;SUN;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michail;Antonio;MID;WHU;7300000;8;;;;;;;;0;1;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ikechi;Anya;MID;WAT;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alvaro;Arbeloa;DEF;WHU;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scott;Arfield;MID;BUR;5300000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Chelsea;Hull;Leicester;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marko;Arnautovic;MID;STK;7300000;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;88;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harry;Arter;MID;BOU;5000000;-1;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;1;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takuma;Asano;FWD;ARS;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joel;Asoro;MID;SUN;4500000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;Southampton;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charlie;Austin;FWD;SOU;6200000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daniel;Ayala;DEF;MID;5000000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andre;Ayew;MID;WHU;7200000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cesar;Azpilicueta;DEF;CHE;6000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Baba Rahman;DEF;CHE;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eric;Bailly;DEF;MUN;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leighton;Baines;DEF;EVE;5600000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mario;Balotelli;FWD;LIV;6300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick;Bamford;FWD;BUR;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Hull;Leicester;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alex;Baptiste;DEF;MID;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phil;Bardsley;DEF;STK;4500000;0;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ross;Barkley;MID;EVE;7500000;5;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;90;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashley;Barnes;FWD;BUR;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Hull;Leicester;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio;Barragan;DEF;MID;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modou;Barrow;FWD;SWA;5000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;85;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gareth;Barry;MID;EVE;4600000;7;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borja;Baston;FWD;SWA;6900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michy;Batshuayi;FWD;CHE;8800000;5;;;;;;;;0;;;;1;;;;;;;;;;;;;;;;;;;;;;17;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asmir;Begovic;GLK;CHE;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valon;Behrami;MID;WAT;4500000;1;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hector;Bellerin;DEF;ARS;6500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yohan;Benalouane;DEF;LEI;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Burnley;Man Utd;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nabil;Bentaleb;MID;TOT;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Stoke;Sunderland;Middlesbrough;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saido;Berahino;FWD;WBA;6200000;1;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Berghuis;MID;WAT;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bernardo;DEF;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan;Bertrand;DEF;SOU;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Muhamed;Besic;MID;EVE;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daley;Blind;DEF;MUN;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hiram;Boateng;MID;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bojan;MID;STK;5900000;6;;;;;;;1;4;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yannick;Bolasie;MID;EVE;6100000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wilfried;Bony;FWD;STK;7300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabio;Borini;FWD;SUN;5300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Borthwick-Jackson;DEF;MUN;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artur;Boruc;GLK;BOU;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sofiane;Boufal;MID;SOU;6900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jarrod;Bowen;FWD;HUL;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George;Boyd;MID;BUR;5400000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Chelsea;Hull;Leicester;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Brannagan;MID;LIV;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Claudio;Bravo;GLK;MCI;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miguel;Britos;DEF;WAT;4400000;0;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leon;Britton;MID;SWA;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tyias;Browning;DEF;EVE;3900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alex;Bruce;DEF;HUL;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chris;Brunt;DEF;WBA;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reece;Burke;DEF;WHU;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jack;Butland;GLK;STK;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Byram;DEF;WHU;4500000;5;;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Willy;Caballero;GLK;MCI;5000000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yohan;Cabaye;MID;CRY;5700000;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary;Cahill;DEF;CHE;6000000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan;Calleri;FWD;WHU;6900000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;27;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Callum Wilson;FWD;BOU;6400000;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geoff;Cameron;DEF;STK;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joel;Campbell;MID;ARS;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fraizer;Campbell;FWD;CRY;5900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emre;Can;MID;LIV;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Etienne;Capoue;MID;WAT;5100000;7;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;84;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michael;Carrick;MID;MUN;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Carroll;MID;TOT;6300000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;;Liverpool;Stoke;Sunderland;Middlesbrough;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andy;Carroll;FWD;WHU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Carter-Vickers;DEF;TOT;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Stoke;Sunderland;Middlesbrough;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Cathcart;DEF;WAT;4500000;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lee;Cattermole;MID;SUN;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago;Cazorla;MID;ARS;7700000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;73;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Petr;Cech;GLK;ARS;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Cedric;DEF;SOU;5000000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nacer;Chadli;MID;WBA;6400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathaniel;Chalobah;MID;CHE;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Chamberlain;MID;ARS;6000000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;78;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calum;Chambers;DEF;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James;Chester;DEF;WBA;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benjamin;Chilwell;DEF;LEI;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Burnley;Man Utd;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
