FirstName;Surname;PositionsList;Team;Cost;PointsLastRound;TotalPoints;AveragePoints;AveragePointsPerDollar;TotalPointsPerDollar;GameweekWeighting;TransfersOut;YellowCards;GoalsConceded;GoalsConcededPoints;Saves;SavesPoints;GoalsScored;GoalsScoredPoints;ValueSeason;TransfersOutRound;PriceRise;PriceFallRound;LastSeasonPoints;PriceFall;ValueForm;PenaltiesMissed;Form;Bonus;FanRating;CleanSheets;CleanSheetPoints;Assists;SelectedByPercent;TransfersIn;OwnGoals;EAIndex;PenaltiesSaved;DreamteamCount;MinutesPlayed;TransfersInRound;PriceRiseRound;RedCards;BPS;NextFixture1;NextFixture2;NextFixture3;NextFixture4;NextFixture5;GW6Forecast;GW7Forecast;GW8Forecast;GW9Forecast;GW10Forecast;GW11Forecast;GW12Forecast;GW13Forecast;GW14Forecast;GW15Forecast;GW16Forecast;GW17Forecast;GW18Forecast;GW19Forecast;GW20Forecast;GW21Forecast;GW22Forecast;GW23Forecast;GW24Forecast;GW25Forecast;GW26Forecast;GW27Forecast;GW28Forecast;GW29Forecast;GW30Forecast;GW31Forecast;GW32Forecast;GW33Forecast;GW34Forecast;GW35Forecast;GW36Forecast;GW37Forecast;GW38Forecast
Daniel;Ayala;DEF;MID;5000000;5;;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andre;Ayew;MID;WHU;7200000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cesar;Azpilicueta;DEF;CHE;6000000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Baba Rahman;DEF;CHE;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eric;Bailly;DEF;MUN;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leighton;Baines;DEF;EVE;5600000;6;;;;;;;;0;;;;;;;;;;;;;;;;;;1;;;;;;;;90;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mario;Balotelli;FWD;LIV;6300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick;Bamford;FWD;BUR;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Leicester;Watford;Arsenal;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alex;Baptiste;DEF;MID;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phil;Bardsley;DEF;STK;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ross;Barkley;MID;EVE;7500000;2;;;;;;;1;0;;;;;;;;;;;;;;;;;;1;;;;;;;;84;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashley;Barnes;FWD;BUR;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Leicester;Watford;Arsenal;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio;Barragan;DEF;MID;4500000;5;;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modou;Barrow;FWD;SWA;5000000;5;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;90;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gareth;Barry;MID;EVE;4600000;2;;;;;;;1;0;;;;;;;;;;;;;;;;;;1;;;;;;;;90;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borja;Baston;FWD;SWA;6900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michy;Batshuayi;FWD;CHE;8800000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;10;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asmir;Begovic;GLK;CHE;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valon;Behrami;MID;WAT;4500000;1;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hector;Bellerin;DEF;ARS;6500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yohan;Benalouane;DEF;LEI;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Burnley;Man Utd;Southampton;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nabil;Bentaleb;MID;TOT;4500000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saido;Berahino;FWD;WBA;6200000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;18;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Berghuis;MID;WAT;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bernardo;DEF;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan;Bertrand;DEF;SOU;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Muhamed;Besic;MID;EVE;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daley;Blind;DEF;MUN;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hiram;Boateng;MID;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bojan;MID;STK;5900000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yannick;Bolasie;MID;EVE;6100000;3;;;;;;;;0;;;;;;;;;;;;;;;;;;1;;;;;;;;88;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wilfried;Bony;FWD;STK;7300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabio;Borini;FWD;SUN;5300000;2;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;64;;;;;Everton;Tottenham;Crystal Palace;West Brom;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Borthwick-Jackson;DEF;MUN;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artur;Boruc;GLK;BOU;4500000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sofiane;Boufal;MID;SOU;6900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jarrod;Bowen;FWD;HUL;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George;Boyd;MID;BUR;5400000;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Hull;Leicester;Watford;Arsenal;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Brannagan;MID;LIV;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Claudio;Bravo;GLK;MCI;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miguel;Britos;DEF;WAT;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leon;Britton;MID;SWA;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tyias;Browning;DEF;EVE;3900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alex;Bruce;DEF;HUL;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chris;Brunt;DEF;WBA;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reece;Burke;DEF;WHU;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jack;Butland;GLK;STK;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Byram;DEF;WHU;4500000;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Willy;Caballero;GLK;MCI;5000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yohan;Cabaye;MID;CRY;5700000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary;Cahill;DEF;CHE;6000000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan;Calleri;FWD;WHU;6900000;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Callum Wilson;FWD;BOU;6400000;2;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;70;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geoff;Cameron;DEF;STK;4400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joel;Campbell;MID;ARS;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fraizer;Campbell;FWD;CRY;5900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emre;Can;MID;LIV;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Etienne;Capoue;MID;WAT;5100000;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michael;Carrick;MID;MUN;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Carroll;MID;TOT;6300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andy;Carroll;FWD;WHU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Carter-Vickers;DEF;TOT;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Cathcart;DEF;WAT;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lee;Cattermole;MID;SUN;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;Crystal Palace;West Brom;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago;Cazorla;MID;ARS;7700000;7;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Petr;Cech;GLK;ARS;5500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Cedric;DEF;SOU;5000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nacer;Chadli;MID;WBA;6400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathaniel;Chalobah;MID;CHE;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Chamberlain;MID;ARS;6000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calum;Chambers;DEF;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James;Chester;DEF;WBA;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benjamin;Chilwell;DEF;LEI;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Burnley;Man Utd;Southampton;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
