"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31,26,2,10,72,20,35,90,1,45,57,0,0,0,14,13
479,39,40,39,40,40,72,61,90,67,90,45,90,65,20,90,90,76,90,0,79,90,90,59,64,82,80,0,70,24,0,90,45,0,0,0,0,0,0
480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,77,76,77,76,77,90,85,90,71,82,0,23,72,90,90,61,72,90,60,85,90,90,90,87,90,90,90,0,90,90,90,90,83,90,90,90,126,126
482,15,14,15,14,15,0,0,26,90,90,90,71,82,82,66,0,62,81,0,73,82,77,84,90,76,90,77,0,90,47,90,74,90,45,12,24,61,61
483,81,80,80,80,80,0,19,31,90,90,90,90,90,90,0,90,90,90,90,90,90,90,90,90,90,90,90,0,90,90,90,90,90,90,90,90,126,126
484,65,64,65,65,65,89,90,90,90,90,90,90,90,90,82,90,90,90,90,90,90,90,90,90,67,90,86,0,85,90,90,90,86,90,90,90,90,90
485,65,64,65,64,65,21,90,71,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,21,20,21,20,21,69,71,64,19,0,0,0,0,20,34,84,28,73,0,5,0,13,18,10,14,0,4,0,0,44,60,16,7,45,1,0,54,53
489,36,36,36,36,36,90,89,19,61,90,88,19,64,70,56,17,18,17,90,1,1,45,72,80,81,5,0,0,74,18,90,87,90,45,78,90,119,119
490,83,82,83,83,83,90,90,90,90,86,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,90,43,0,0,12,45,90,72,135,135
491,1,0,0,0,0,5,0,0,0,4,2,90,26,8,24,29,90,9,30,17,8,26,0,3,23,25,13,0,16,45,0,0,0,0,0,0,0,0
492,59,60,59,59,59,57,90,71,28,84,90,86,77,90,90,90,90,90,74,0,0,0,0,0,0,0,0,0,28,52,68,69,63,66,84,90,84,84
493,85,84,85,84,85,90,90,90,90,90,60,90,90,0,90,0,90,13,0,45,76,0,62,64,0,90,90,0,45,0,0,0,2,0,0,0,125,125
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,87,86,87,87,87,90,78,90,77,90,90,90,90,90,90,90,90,90,78,90,90,90,90,90,90,90,69,0,90,90,90,0,90,90,72,66,130,130
496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,0,0,0,0,0,0,2,23,20,0,0,11,0,6,0,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,39
