"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
234,"EVE","CRY","LIV","STK","Sunderland","Middlesbrough","MCI","WBA","BOU","LEI","ARS","WHU","CHE","SWA","MUN","Hull City","BUR","SOU","WAT","CHE","WBA","MCI","Sunderland","Middlesbrough","LIV","STK","EVE","SOU","SOU","BUR","SWA","WAT","BOU","CRY","ARS","WHU","MUN","Hull City"
235,"EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"EVE","CRY","LIV","STK","Sunderland","Middlesbrough","MCI","WBA","BOU","LEI","ARS","WHU","CHE","SWA","MUN","Hull City","BUR","SOU","WAT","CHE","WBA","MCI","Sunderland","Middlesbrough","LIV","STK","EVE","SOU","SOU","BUR","SWA","WAT","BOU","CRY","ARS","WHU","MUN","Hull City"
237,"EVE","CRY","LIV","STK","Sunderland","Middlesbrough","MCI","WBA","BOU","LEI","ARS","WHU","CHE","SWA","MUN","Hull City","BUR","SOU","WAT","CHE","WBA","MCI","Sunderland","Middlesbrough","LIV","STK","EVE","SOU","SOU","BUR","SWA","WAT","BOU","CRY","ARS","WHU","MUN","Hull City"
238,"EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"SOU","CHE","ARS","WHU","MUN","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
240,"SOU","CHE","ARS","WHU","MUN","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
241,"SOU","CHE","ARS","WHU","MUN","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
242,"SOU","CHE","ARS","WHU","MUN","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
243,"SOU","CHE","ARS","WHU","MUN","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
244,"SOU","Middlesbrough","SOU","EVE","TOT","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
245,"SOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"SOU","CHE","ARS","WHU","MUN","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
247,"SOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
248,"SOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"SOU","CHE","ARS","WHU","MUN","BUR","BOU","Middlesbrough","SWA","Hull City","LIV","LEI","STK","WBA","EVE","MCI","Sunderland","CRY","TOT","STK","Middlesbrough","BOU","ARS","BUR","MUN","WHU","SOU","CRY","CRY","Sunderland","WBA","TOT","SWA","Hull City","LIV","LEI","EVE","MCI"
250,"SOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUN","SWA","LIV","Hull City","WHU","WHU","STK","Sunderland","EVE","CRY","ARS","WBA","WAT","MCI","BOU"
251,"SOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"CRY","EVE","Middlesbrough","BOU","WHU","STK","Sunderland","TOT","LIV","MCI","LEI","BUR","Hull City","WAT","CHE","SWA","MUN","ARS","SOU","Hull City","TOT","Sunderland","Middlesbrough","STK","WHU","BOU","CRY","EVE","ARS","MUN","WAT","SOU","LIV","LEI","LEI","BUR","CHE","SWA"
