FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Joe,Hart,GLK,WHU,4200000,3,55,3.2,7.61904761904762E-07,1.30952380952381E-05,0,523721,0,34,0,45,0,0,0,13.1,672,-3,0,55,3,1.1,0,4.5,3,0,4,0,1,5.5,169655,0,0,1,1,1530,3231,0,0,307,Stoke,Arsenal,Man City,Leicester,Man Utd,4.1,2.3,3.1,6,3.3,34.3
Jakob,Haugaard,GLK,STK,4000000,0,0,0,0,0,0,2810,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5823,0,0,0,0,0,25,0,0,0,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4400000,1,40,1.25,2.84090909090909E-07,9.09090909090909E-06,0,28348,7,25,0,0,0,1,0,9.1,37,-1,0,40,1,0.2,0,1,0,0,3,0,0,0.2,25916,0,0,0,0,1347,17,0,0,170,Arsenal,Everton,West Brom,Watford,Tottenham,0.8,0.6,0.9,1.2,0.6,57.8
Eden,Hazard,MID,CHE,10600000,2,153,5.5,5.18867924528302E-07,1.44339622641509E-05,0,1249558,1,22,0,0,0,11,0,14.4,8495,1,0,153,-1,0.2,0,2,23,0,10,0,5,7.3,1491357,0,0,0,5,2036,10457,0,0,606,Southampton,Burnley,Swansea,Liverpool,Huddersfield,12.1,0,6,13.7,6,270.1
Tom,Heaton,GLK,BUR,4700000,0,8,0.25,5.31914893617021E-08,1.70212765957447E-06,0,365514,0,4,0,8,0,0,0,1.7,92,-3,0,8,3,0,0,0,0,0,0,0,0,1.8,19716,0,0,0,0,305,69,0,0,48,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.2,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0303030303030303,7.21500721500722E-09,2.38095238095238E-07,0,9109,1,1,0,0,0,0,0,0.2,10,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2731,0,0,0,0,32,6,0,0,1,Watford,Everton,Man City,Chelsea,Arsenal,0,0,0,0,0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,2,91,2.8,6.08695652173913E-07,1.97826086956522E-05,0,1464478,3,51,0,0,0,2,0,19.8,15655,1,1,91,-1,0.3,0,1.3,7,0,7,0,0,18.9,1947116,0,0,0,1,2936,1154,-1,0,539,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1.7,3.2,1.8,3.1,3.3,112.6
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.74468085106383E-07,9.14893617021277E-06,0,277431,0,8,0,0,0,2,0,9.1,838,-3,0,43,3,0,0,0,5,0,3,0,2,1,301643,0,0,0,0,842,514,0,0,110,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,4.7,0,2,4.7,1.5,44.2
Jordan,Henderson,MID,LIV,5300000,3,63,1.90909090909091,3.60205831903945E-07,1.18867924528302E-05,0,165993,1,19,0,0,0,1,0,11.9,145,-2,0,63,2,0.5,0,2.7,3,0,11,0,1,1.1,126784,0,0,0,0,1778,289,0,0,313,Bournemouth,West Brom,Stoke,Chelsea,Brighton,1.5,1.1,1.5,1,1.5,83.5
Jeff,Hendrick,MID,BUR,5400000,1,78,2.7,5E-07,1.44444444444444E-05,0,24847,1,21,0,0,0,2,0,14.4,90,-1,0,78,1,0.2,0,1,1,0,9,0,2,0.2,25254,0,0,0,0,2111,225,0,0,268,Leicester,Chelsea,Stoke,Brighton,Arsenal,4.4,2,2.4,1.7,2.5,86.7
Wayne,Hennessey,GLK,CRY,4300000,2,75,3.4,7.90697674418605E-07,1.74418604651163E-05,0,120549,0,38,0,83,0,0,0,17.4,1445,-2,0,75,2,0.8,0,3.3,8,0,4,0,0,2.6,182643,0,0,0,1,1980,3380,0,0,414,Brighton,Watford,Leicester,Stoke,West Brom,4.4,3.7,3.3,3.6,3.8,56
Dion,Henry,GLK,CRY,4000000,0,0,0,0,0,0,3427,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7301,0,0,0,0,0,18,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,0
Ander,Herrera,MID,MUN,5000000,4,34,1.0625,2.125E-07,6.8E-06,0,197914,5,13,0,0,0,0,0,6.8,58,-5,0,34,5,0.5,0,2.5,0,0,3,0,2,1.3,27800,0,0,0,0,975,377,0,0,166,West Brom,Bournemouth,Arsenal,Brighton,West Ham,1.2,0,0.7,1,0.6,48.6
Wesley,Hoedt,DEF,SOU,5000000,0,50,2.3,4.6E-07,1E-05,0,9218,6,36,0,0,0,0,0,10,80,0,0,50,0,0.1,0,0.5,5,0,3,0,2,0.1,12463,0,0,0,0,1980,63,0,0,398,Chelsea,Leicester,Bournemouth,Everton,Swansea,3.7,0,1.7,3,1.7,73
Jonathan,Hogg,MID,HUD,4400000,2,42,1.7,3.86363636363636E-07,9.54545454545455E-06,0,35391,7,37,0,0,0,0,0,9.5,161,-1,0,42,1,0.3,0,1.3,0,0,5,0,0,0.2,43714,0,0,0,0,1979,16,0,1,329,Watford,Everton,Man City,Chelsea,Arsenal,0,0,1.7,1.6,1.5,58
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,29,0.90625,2.10755813953488E-07,6.74418604651163E-06,0,34782,3,25,0,0,0,0,0,6.7,129,-2,0,29,2,0.5,0,2,0,0,1,0,0,0.3,34449,0,0,0,0,1201,337,0,0,202,Chelsea,Leicester,Bournemouth,Everton,Swansea,1,0,0.5,1,0.5,50.2
Rob,Holding,DEF,ARS,4400000,1,19,0.59375,1.34943181818182E-07,4.31818181818182E-06,0,109459,2,12,0,0,0,0,0,4.3,119,-6,0,19,6,0.1,0,0.5,0,0,2,0,1,0.6,27265,0,0,0,0,549,78,0,0,137,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.3,0.4,0.3,0.6,0.3,19.5
Jose,Holebas,DEF,WAT,4800000,1,62,2.6,5.41666666666667E-07,1.29166666666667E-05,0,70635,6,43,0,0,0,0,0,12.9,483,-2,0,62,2,0.3,0,1.3,6,0,5,0,4,0.6,67979,0,0,0,0,2021,268,0,0,364,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,1.9,3.7,2,2.4,1.6,112.7
Mason,Holgate,DEF,EVE,4100000,0,37,2.5,6.09756097560976E-07,9.02439024390244E-06,0,206858,3,14,0,0,0,0,0,9,1735,-4,0,37,4,0.1,0,0.3,0,0,4,0,0,1.2,201540,0,0,0,0,1183,21,0,0,214,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0,0,0,0,0,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,18634,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1274,0,0,0,0,0,4,0,0,0,Watford,Everton,Man City,Chelsea,Arsenal,0,0,0,0,0,0
Callum,Hudson-Odoi,MID,CHE,4500000,0,2,0.0625,1.38888888888889E-08,4.44444444444444E-07,0,351,0,1,0,0,0,0,0,0.4,8,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,511,0,0,0,0,27,12,0,0,11,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0,0,0,0,0,3.8
Will,Hughes,MID,WAT,4600000,2,41,1.24242424242424,2.70092226613966E-07,8.91304347826087E-06,0,75677,0,12,0,0,0,2,0,8.9,282,-4,0,41,4,0.7,0,3.3,5,0,2,0,3,0.3,72666,0,0,0,1,558,373,0,0,154,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.6,0.6,0.6,0.8,0.6,53.3
Jordan,Hugill,FWD,WHU,5100000,0,3,0.09375,1.83823529411765E-08,5.88235294117647E-07,0,1334,0,0,0,0,0,0,0,0.6,25,-4,0,3,4,0.1,0,0.5,0,0,0,0,0,0,1812,0,0,0,0,22,20,0,0,4,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.03125,8.01282051282051E-09,2.56410256410256E-07,0,407981,0,1,0,0,0,0,0,0.3,1335,-1,0,1,1,0,0,0,0,0,0,0,0,5.1,337061,0,0,0,0,17,922,0,0,5,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0,0,0,0,0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0,0,0,0,5471,0,0,0,0,0,0,0,0,20,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2228,0,0,0,0,0,32,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0,0,0,0,0,0
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,7,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4700000,0,80,2.9,6.17021276595745E-07,1.70212765957447E-05,0,135993,1,30,0,0,0,2,0,17,4129,-3,0,80,3,0.9,0,4,5,0,4,0,6,1.4,188121,0,0,0,1,1760,484,0,0,280,Liverpool,Man Utd,Southampton,Swansea,Burnley,0,0,2.4,2.9,2.3,147.8
Vicente,Iborra,MID,LEI,5700000,1,55,1.71875,3.01535087719298E-07,9.64912280701754E-06,0,14878,0,17,0,0,0,3,0,9.6,2450,-3,0,55,3,0.9,0,5,6,0,3,0,0,0.3,21977,0,0,0,0,1276,325,0,0,276,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0,0,0.9,2.7,0.9,60.4
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,1,1.05263157894737E-07,5.26315789473684E-07,0,39868,0,2,0,0,0,0,0,0.5,51,-5,0,5,5,0,0,0,0,0,0,0,0,0.1,38252,0,0,0,0,102,24,0,0,18,West Brom,Bournemouth,Arsenal,Brighton,West Ham,0,0,0,0,0,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,0,33,1.03125,1.58653846153846E-07,5.07692307692308E-06,0,144945,1,8,0,0,0,1,0,5.1,459,-5,0,33,5,0,0,0,3,0,0,0,3,0.8,25546,0,0,0,0,453,137,0,0,89,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,1.1,0,0.5,1.2,0.5,32.9
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,8444,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,973,0,0,0,0,0,0,0,0,0,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0,0,0,0,0,0
Tom,Ince,MID,HUD,5500000,2,74,2.4,4.36363636363636E-07,1.34545454545455E-05,0,96134,0,38,0,0,0,1,0,13.5,190,-5,0,74,5,0.2,0,1.3,3,0,7,0,1,0.5,37549,0,0,0,0,2361,33,0,0,241,Watford,Everton,Man City,Chelsea,Arsenal,2.2,0,2.8,2.4,2.5,127.7
Danny,Ings,FWD,LIV,5400000,2,9,0.272727272727273,5.05050505050505E-08,1.66666666666667E-06,0,7447,0,0,0,0,0,0,0,1.7,221,-1,0,9,1,0.4,0,2,0,0,1,0,1,0.1,6560,0,0,0,0,127,108,0,0,26,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.1,0.1,0.1,0.1,0.1,11
Stephen,Ireland,MID,STK,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,1950,1,3,0,0,0,0,0,0.2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2235,0,0,0,0,90,4,0,0,1,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0,0,0,0,0,2.7
Alex,Iwobi,MID,ARS,5100000,9,70,2.1875,4.28921568627451E-07,1.37254901960784E-05,0,210368,1,19,0,0,0,2,0,13.7,354,-4,0,70,4,0.9,0,4.5,2,0,7,0,5,0.7,96064,0,0,0,0,1339,1414,0,0,318,Newcastle,West Ham,Man Utd,Burnley,Leicester,1.1,2.2,1.1,3,1.1,130
,Izquierdo,MID,BHA,5900000,2,78,2.4375,4.13135593220339E-07,1.32203389830508E-05,0,20984,2,25,0,0,0,4,0,13.2,544,-1,0,78,1,0.3,0,2,4,0,3,0,3,0.3,38262,0,0,0,0,1561,372,0,0,252,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,3.2,0,1.5,3.1,1.2,106.1
Jaroslaw,Jach,DEF,CRY,4300000,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,2,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,0
Phil,Jagielka,DEF,EVE,4700000,6,42,2.1,4.46808510638298E-07,8.93617021276596E-06,0,356180,2,34,0,0,0,0,0,8.9,247,-3,0,42,3,0.6,0,2.7,4,0,4,0,0,2.5,113211,0,0,0,1,1624,1646,0,0,316,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.2,1.8,1.2,2,1.6,49.4
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0,0,0,0,9819,0,0,0,0,0,0,0,0,18,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1689,0,0,0,0,0,8,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,0,26,2,4.54545454545455E-07,5.90909090909091E-06,0,27996,2,15,0,0,0,0,0,5.9,69,-1,0,26,1,0,0,0,0,0,4,0,0,0.2,19919,0,0,0,0,991,3,0,0,121,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0,0,0,0,0,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0,0,0,0,1071,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3171,0,0,0,0,0,77,0,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,1,54,1.63636363636364,3.40909090909091E-07,1.125E-05,0,40683,2,34,0,0,0,3,0,11.3,652,-2,0,54,2,0.2,0,1,3,0,2,0,1,0.6,55450,0,0,0,2,1548,93,0,0,297,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.9,2,0.9,1.1,0.8,82.6
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,9033,0,0,0,0,0,0,0,0.1,5,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,984,0,0,0,0,1,1,0,0,2,Man City,Brighton,Watford,West Brom,Newcastle,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,13625,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,744,0,0,0,0,0,0,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0,0,0,0,0,0
,Jese,MID,STK,5400000,0,31,0.939393939393939,1.73961840628507E-07,5.74074074074074E-06,0,589424,0,17,0,0,0,1,0,5.7,118,-6,0,31,6,0.1,0,0.8,2,0,1,0,1,2,579358,0,0,0,1,609,19,0,0,93,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.5,0.5,0.5,0.5,0.5,40.8
,Jesus,FWD,MCI,10000000,0,92,4,4E-07,9.2E-06,0,2334539,4,9,0,0,0,9,0,9.2,21909,-5,0,92,5,0.4,1,4.3,13,0,7,0,5,6.9,2051271,0,0,0,2,1213,1318,0,0,323,Tottenham,Swansea,West Ham,Huddersfield,Brighton,3.6,4.6,4,10.4,4.7,154.8
,Joao Mario,MID,WHU,6000000,2,26,0.8125,1.35416666666667E-07,4.33333333333333E-06,0,12985,0,11,0,0,0,1,0,4.3,327,-5,0,26,5,1,0,6,2,0,2,0,1,0.1,19215,0,0,0,1,582,480,0,0,95,Stoke,Arsenal,Man City,Leicester,Man Utd,0.4,0.4,0.4,0.8,0.5,33.7
,Joel Pereira,GLK,MUN,3900000,0,0,0,0,0,0,184995,0,0,0,0,0,0,0,0,2546,-1,0,0,1,0,0,0,0,0,0,0,0,4.3,410019,0,0,0,0,0,711,0,0,0,West Brom,Bournemouth,Arsenal,Brighton,West Ham,0,0,0,0,0,0
Ben,Johnson,MID,WHU,4400000,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,1121,0,0,0,0,0,32,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,3,0.0909090909090909,2.21729490022173E-08,7.31707317073171E-07,0,35033,2,13,0,0,0,0,0,0.7,120,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,0.3,11089,0,0,0,0,412,242,0,0,58,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0,0,0,0,0,16.2
Curtis,Jones,MID,LIV,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0,0,0,0,0,0
Phil,Jones,DEF,MUN,5500000,0,101,4.8,8.72727272727273E-07,1.83636363636364E-05,0,1906914,2,11,0,0,0,0,0,18.4,5606,5,0,101,-5,0,0,0,16,0,13,0,0,5.6,2048371,1,0,0,2,1793,3307,0,0,489,West Brom,Bournemouth,Arsenal,Brighton,West Ham,10.8,0,7.1,10.3,7.2,47.5
,Jordan Ayew,FWD,SWA,5300000,0,91,3,5.66037735849057E-07,1.71698113207547E-05,0,1095197,1,38,0,0,0,6,0,17.2,6499,3,0,91,-3,0,0,0,10,0,7,0,2,6.2,1286423,0,0,0,0,2310,2615,0,1,336,Everton,Man City,Chelsea,Bournemouth,Southampton,3.5,2.4,2.5,6.3,3.7,143.5
,Joselu,FWD,NEW,5500000,1,65,2.5,4.54545454545455E-07,1.18181818181818E-05,0,170217,2,25,0,0,0,4,0,11.8,189,0,0,65,0,0.1,1,0.5,5,0,5,0,1,0.4,171179,0,0,0,0,1624,59,0,0,213,Arsenal,Everton,West Brom,Watford,Tottenham,2.6,1.8,2.8,3.4,1.9,103.4
Christian,Kabasele,DEF,WAT,4400000,0,58,2.4,5.45454545454545E-07,1.31818181818182E-05,0,184816,4,40,0,0,0,2,0,13.2,259,-1,0,58,1,0,0,0,1,0,5,0,0,0.5,202245,1,0,0,1,2039,3,0,0,355,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0,3.3,1.7,2.1,1.4,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,3.5,8.33333333333333E-07,1.66666666666667E-06,0,23358,0,3,0,0,0,0,0,1.7,12,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,3540,0,0,0,0,151,5,0,0,35,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0,0,0,0,0,5
Elias,Kachunga,MID,HUD,5700000,0,46,2.4,4.21052631578947E-07,8.07017543859649E-06,0,27028,1,23,0,0,0,1,0,8.1,24,-3,0,46,3,0.1,0,0.7,0,0,6,0,1,0.1,14092,0,0,0,0,1327,3,0,0,151,Watford,Everton,Man City,Chelsea,Arsenal,0,0,0,0,0,54.5
Sullay,Kaikai,MID,CRY,4300000,0,1,1,2.32558139534884E-07,2.32558139534884E-07,0,12135,0,0,0,0,0,0,0,0.2,9,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13264,0,0,0,0,13,0,0,0,5,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12900000,1,181,5.8,4.49612403100775E-07,1.4031007751938E-05,0,4860619,5,25,0,0,0,24,0,14.1,5975,4,-1,181,-4,0.1,1,1,27,0,13,0,2,30.8,4652253,0,0,0,7,2540,77910,1,0,635,Man City,Brighton,Watford,West Brom,Newcastle,14.1,0,8.3,15,8.2,358
N'Golo,Kante,MID,CHE,4900000,3,87,3.1,6.3265306122449E-07,1.77551020408163E-05,0,1175317,3,25,0,0,0,1,0,17.8,2059,-1,0,87,1,0.5,0,2.5,9,0,14,0,2,11.6,779263,0,0,0,0,2454,7890,0,0,557,Southampton,Burnley,Swansea,Liverpool,Huddersfield,5.1,0,2.5,6,2.5,132.2
Loris,Karius,GLK,LIV,4800000,6,65,1.96969696969697,4.10353535353535E-07,1.35416666666667E-05,0,32826,1,11,0,21,0,0,0,13.5,1476,-2,0,65,2,0.9,0,4.3,5,0,7,0,0,1.4,91672,0,0,1,0,1260,2423,0,0,267,Bournemouth,West Brom,Stoke,Chelsea,Brighton,1.4,1.1,2,1.3,2.1,18.8
Orestis,Karnezis,GLK,WAT,4500000,1,36,1.09090909090909,2.42424242424242E-07,8E-06,0,5049,0,20,0,31,0,0,0,8,240,0,0,36,0,0.3,0,1.3,5,0,3,0,0,0.2,14447,0,0,0,0,931,165,0,0,191,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.5,1.1,0.5,0.6,0.5,22.5
Beram,Kayal,MID,BHA,4400000,1,16,0.5,1.13636363636364E-07,3.63636363636364E-06,0,6261,1,7,0,0,0,0,0,3.6,26,-1,0,16,1,0.2,0,1,0,0,0,0,0,0.1,3366,0,0,0,0,386,32,0,0,57,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.4,0,0.2,0.4,0.2,13.7
Michael,Keane,DEF,EVE,5300000,7,62,2.5,4.71698113207547E-07,1.16981132075472E-05,0,569851,2,41,0,0,0,0,0,11.7,580,-2,0,62,2,0.6,0,3.3,8,0,5,0,1,4.9,171055,0,0,0,0,2109,1629,0,0,416,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.6,2.3,1.6,2.7,2.1,69.5
Martin,Kelly,DEF,CRY,4200000,0,33,1,2.38095238095238E-07,7.85714285714286E-06,0,68932,1,20,0,0,0,0,0,7.9,735,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.7,93166,1,0,0,0,1143,121,0,0,182,Brighton,Watford,Leicester,Stoke,West Brom,0.7,0.5,0.5,0.5,0.5,32.6
,Kenedy,MID,NEW,4800000,3,42,1.3125,2.734375E-07,8.75E-06,0,41871,0,3,0,0,0,2,0,8.8,3468,-2,0,42,2,0.9,0,4.5,5,0,6,0,2,2.6,186755,0,0,0,1,593,4971,0,0,125,Arsenal,Everton,West Brom,Watford,Tottenham,0.9,0.7,1,1.4,0.7,50.3
Jonjoe,Kenny,DEF,EVE,4100000,0,50,1.51515151515152,3.69549150036955E-07,1.21951219512195E-05,0,370984,2,31,0,0,0,0,0,12.2,3223,-4,0,50,4,0,0,0,2,0,5,0,2,2.4,487443,0,0,0,1,1589,738,0,0,309,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.8,1,0.8,1.2,0.9,59.5
,Ki Sung-yueng,MID,SWA,4900000,1,64,3.2,6.53061224489796E-07,1.30612244897959E-05,0,51803,1,21,0,0,0,2,0,13.1,3819,-1,0,64,1,0.2,0,1,9,0,5,0,2,1.3,121304,0,0,0,1,1480,105,0,0,275,Everton,Man City,Chelsea,Bournemouth,Southampton,4,1.7,2.9,5.9,3.3,65.7
,Kiko Femenia,DEF,WAT,4300000,1,62,3.1,7.2093023255814E-07,1.44186046511628E-05,0,475330,2,32,0,0,0,1,0,14.4,767,-2,0,62,2,0.7,0,3,9,0,5,0,1,1.5,508019,0,0,0,1,1569,1476,0,0,367,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,2.5,4.4,2.6,3.1,2.2,71.7
Andy,King,MID,SWA,4200000,2,38,1.1875,2.82738095238095E-07,9.04761904761905E-06,0,382901,1,16,0,0,0,2,0,9,2233,-3,0,38,3,0.5,0,2,1,0,1,0,1,3.5,520996,0,0,0,0,854,2695,0,0,154,Everton,Man City,Chelsea,Bournemouth,Southampton,0.9,0.6,0.6,1.2,0.7,34.6
Joshua,King,FWD,BOU,7000000,5,91,3.3,4.71428571428571E-07,1.3E-05,0,355055,2,30,0,0,0,6,0,13,1902,-5,0,91,5,0.9,0,6.3,8,0,6,0,4,1.9,150600,0,0,0,0,2009,3849,0,0,314,Liverpool,Man Utd,Southampton,Swansea,Burnley,6,0,3.5,3.5,3,160.9
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,Everton,Man City,Chelsea,Bournemouth,Southampton,0,0,0,0,0,0
Nya,Kirby,MID,CRY,4500000,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,4,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,6900000,0,5,0.151515151515152,2.19587176108915E-08,7.2463768115942E-07,0,83424,0,4,0,0,0,0,0,0.7,30,-6,0,5,6,0,0,0,0,0,0,0,0,0.4,6154,0,0,0,0,193,12,0,0,13,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,4.9
Ragnar,Klavan,DEF,LIV,4100000,6,68,2.06060606060606,5.02586844050259E-07,1.65853658536585E-05,0,267827,0,13,0,0,0,1,0,16.6,793,-4,0,68,4,0.5,0,2,7,0,7,0,0,1.4,307514,0,0,0,2,1262,3792,0,0,327,Bournemouth,West Brom,Stoke,Chelsea,Brighton,1.5,1.2,2.1,1.4,2.2,39.5
Anthony,Knockaert,MID,BHA,5500000,0,75,2.8,5.09090909090909E-07,1.36363636363636E-05,0,122560,4,21,0,0,0,3,0,13.6,79,-5,0,75,5,0,0,0,6,0,9,0,1,0.5,50934,0,0,0,0,1920,146,0,1,313,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,4,0,1.9,3.7,1.4,125.4
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,1,0,0,0,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,5800000,1,87,2.71875,4.6875E-07,1.5E-05,0,1163316,3,26,0,0,0,1,0,15,746,-2,0,87,2,0.1,0,0.5,6,0,8,0,4,6.2,826710,0,0,0,1,1836,218,0,0,423,Newcastle,West Ham,Man Utd,Burnley,Leicester,1.5,3.7,1.4,4.4,1.7,101.6
Vincent,Kompany,DEF,MCI,5800000,6,46,3.3,5.68965517241379E-07,7.93103448275862E-06,0,275931,5,9,0,0,0,1,0,7.9,441,-2,0,46,2,0.8,0,4.7,0,0,5,0,0,2.1,90140,0,0,0,0,1124,2258,0,0,255,Tottenham,Swansea,West Ham,Huddersfield,Brighton,3.1,3.5,3.6,8,3.5,45.6
