FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482E-07,1.14814814814815E-05,0,33800,6,17,0,0,0,1,0,11.5,1,-1,0,62,1,0,0,0,0,0,12,0,1,0.3,26855,0,0,0,0,1998,0,0,0,353,West Brom,Watford,Leicester,Stoke,Brighton,0,0,0,0,0,2.4,1.6,2.5,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0333333333333333,7.93650793650794E-09,2.38095238095238E-07,0,24448,0,5,0,0,0,0,0,0.2,0,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,4280,0,0,0,0,95,1,0,0,19,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,4
Fabian,Delph,MID,MCI,4500000,0,42,1.4,3.11111111111111E-07,9.33333333333333E-06,0,119200,1,12,0,0,0,1,0,9.3,1,0,0,42,0,0,0,0,0,0,5,0,1,0.4,117690,0,0,0,0,1282,0,0,0,294,Everton,Man Utd,Tottenham,Swansea,West Ham,0,0,0.7,0.7,0.9,0.7,1.1,0.7,52.3
Mousa,Dembele,MID,TOT,4900000,0,41,1.36666666666667,2.7891156462585E-07,8.36734693877551E-06,0,167918,5,16,0,0,0,0,0,8.4,5,-1,0,41,1,0.4,0,2,3,0,6,0,0,1.8,96763,0,0,0,0,1455,18,0,0,261,Chelsea,Stoke,Man City,Brighton,Watford,0,0.7,0.7,0.7,0.7,0.8,0.7,0.9,55.5
Laurent,Depoitre,FWD,HUD,5100000,0,77,3.1,6.07843137254902E-07,1.50980392156863E-05,0,599289,1,31,0,0,0,5,0,15.1,21,-4,0,77,4,0.1,0,0.5,11,0,4,0,2,2.7,726071,0,0,0,1,1521,24,0,0,234,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,3.8,2.6,2.4,3.6,1.7,4,2.2,3.7,79.6
Gerard,Deulofeu,MID,WAT,5800000,0,21,0.7,1.20689655172414E-07,3.62068965517241E-06,0,212523,0,2,0,0,0,1,0,3.6,87,-2,0,21,2,0.2,0,1.3,3,0,2,0,1,1,267643,0,0,0,1,311,0,0,0,79,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,0.4,0.4,0.4,27.4
Fousseni,Diabate,FWD,LEI,5000000,0,6,0.2,4E-08,1.2E-06,0,6499,1,4,0,0,0,0,0,1.2,7,0,0,6,0,0.2,0,1,0,0,0,0,0,0.1,12947,0,0,0,0,223,1,0,0,17,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.8
Mohamed,Diame,MID,NEW,4600000,0,50,1.66666666666667,3.6231884057971E-07,1.08695652173913E-05,0,17235,1,21,0,0,0,2,0,10.9,2,-4,0,50,4,0.4,0,1.8,3,0,2,0,0,0.3,15898,0,0,0,0,1257,0,0,0,219,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,1.5,0.9,1.3,1.1,1.4,0.8,1,53.8
Brahim,Diaz,MID,MCI,4700000,0,3,0.1,2.12765957446809E-08,6.38297872340426E-07,0,4156,0,1,0,0,0,0,0,0.6,0,-3,0,3,3,0,0,0,0,0,0,0,0,0,1576,0,0,0,0,31,0,0,0,9,Everton,Man Utd,Tottenham,Swansea,West Ham,0,0,0,0,0,0,0,0,4.5
Eric,Dier,MID,TOT,4700000,0,70,2.4,5.1063829787234E-07,1.48936170212766E-05,0,270770,4,22,0,0,0,0,0,14.9,42,-3,0,70,3,0.4,0,2,0,0,14,0,1,2.6,186320,0,0,0,0,2464,1,0,0,402,Chelsea,Stoke,Man City,Brighton,Watford,0,1.3,1.5,1.4,1.3,2,1.6,2.2,102.5
Mame Biram,Diouf,FWD,STK,5300000,0,77,2.8,5.28301886792453E-07,1.45283018867925E-05,0,590614,5,43,0,0,0,5,0,14.5,57,-2,0,77,2,0.2,0,1,6,0,5,0,2,2.1,651161,0,0,0,0,2012,0,0,0,275,Everton,Arsenal,Tottenham,West Ham,Burnley,0,0,0,0,0,1.8,3.1,2.2,122.5
Abdoulaye,Doucoure,MID,WAT,5500000,0,117,4.2,7.63636363636364E-07,2.12727272727273E-05,0,1343355,7,46,0,0,0,7,0,21.3,63,5,0,117,-5,0.4,0,2,16,0,8,0,3,15.4,2063242,0,0,0,1,2520,57,0,0,554,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,2.9,5,4.7,4,4.7,3.1,5.1,2.7,162.3
Aleksandar,Dragovic,DEF,LEI,4900000,0,21,0.7,1.42857142857143E-07,4.28571428571429E-06,0,14047,1,10,0,0,0,0,0,4.3,1,-1,0,21,1,0,0,0,0,0,3,0,0,0.2,21653,0,0,0,0,584,0,0,0,132,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,17.7
Daniel,Drinkwater,MID,CHE,4800000,0,24,0.8,1.66666666666667E-07,5E-06,0,23115,0,7,0,0,0,1,0,5,2,-2,0,24,2,0.2,0,1,1,0,1,0,0,0.2,15245,0,0,0,1,520,0,0,0,117,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,0,12,0.4,8.88888888888889E-08,2.66666666666667E-06,0,2340,0,4,0,7,0,0,0,2.7,4,0,0,12,0,0.7,0,3,2,0,1,0,0,0.3,20939,0,0,0,1,270,4,0,0,51,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.9
Shane,Duffy,DEF,BHA,4600000,0,81,2.9,6.30434782608696E-07,1.76086956521739E-05,0,236750,6,37,0,0,0,0,0,17.6,13,1,0,81,-1,0.5,0,2.5,7,0,8,0,2,3.4,410666,0,0,0,1,2502,16,0,0,486,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,3,3.6,3.4,3.3,2.5,3.3,2.3,119.1
Paul,Dummett,DEF,NEW,4200000,0,24,0.8,1.9047619047619E-07,5.71428571428571E-06,0,45490,1,11,0,0,0,0,0,5.7,2,-3,0,24,3,0.5,0,2,0,0,2,0,0,0.5,34599,0,0,0,0,825,5,0,0,144,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0.4,0.4,0.5,0.4,0.4,0.4,0.4,27.1
Lewis,Dunk,DEF,BHA,4500000,0,73,2.5,5.55555555555556E-07,1.62222222222222E-05,0,213213,6,38,0,0,0,1,0,16.2,10,0,0,73,0,0.6,0,2.5,5,0,8,0,0,3.2,311915,4,0,0,1,2610,20,0,0,478,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,2.4,2.9,2.9,2.6,2,2.6,1.8,121.3
Nathan,Dyer,MID,SWA,4400000,0,34,1.13333333333333,2.57575757575758E-07,7.72727272727273E-06,0,15236,2,16,0,0,0,0,0,7.7,1,-1,0,34,1,0.3,0,1.3,0,0,3,0,1,0.3,27328,0,0,0,0,1024,1,0,0,125,Man Utd,West Brom,Everton,Man City,Chelsea,0,0.6,0.6,0.9,0.6,0.6,0.6,0.6,31.8
,Ederson,GLK,MCI,5600000,0,131,4.5,8.03571428571429E-07,2.33928571428571E-05,0,336497,0,20,0,49,0,0,0,23.4,14,1,0,131,-1,1,0,5.8,8,0,13,0,0,7.8,479339,0,0,2,2,2565,58,0,0,550,Everton,Man Utd,Tottenham,Swansea,West Ham,0,3.8,5.7,4.7,5.5,5.4,6.1,5.6,47.6
,Eduardo,GLK,CHE,4700000,0,0,0,0,0,0,3424,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1104,0,0,0,0,0,0,0,0,0,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0,0,0,0,0,0,0,0
Thomas,Edwards,DEF,STK,4000000,0,6,0.2,5E-08,1.5E-06,0,24616,0,15,0,0,0,0,0,1.5,4,0,0,6,0,0,0,0,0,0,0,0,0,0.4,47605,0,0,0,0,481,5,0,0,81,Everton,Arsenal,Tottenham,West Ham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9E-07,1.425E-05,0,834264,0,21,0,44,0,0,0,14.3,122,0,0,57,0,0,0,0,4,0,3,0,0,17.7,888298,0,0,1,3,1440,5,0,0,280,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,4.6,3.1,4.9,2.6,4.4,3.9,4.4,36.5
Mohamed,Elneny,MID,ARS,4200000,0,15,0.5,1.19047619047619E-07,3.57142857142857E-06,0,310960,2,8,0,0,0,0,0,3.6,23,-3,0,15,3,0.1,0,0.5,0,0,1,0,1,3.3,287000,0,0,0,0,476,8,0,0,89,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.5
,Emerson,DEF,CHE,5300000,0,1,0.0333333333333333,6.28930817610063E-09,1.88679245283019E-07,0,1281,0,0,0,0,0,0,0,0.2,2,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0,1925,0,0,0,0,8,0,0,0,2,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,9400000,0,148,5.3,5.63829787234043E-07,1.57446808510638E-05,0,2028069,0,21,0,0,0,7,0,15.7,121,-1,0,148,1,0.3,0,3,18,0,15,0,8,15.4,2026149,0,0,0,2,2408,27,0,0,596,Chelsea,Stoke,Man City,Brighton,Watford,0,4.8,5.3,5,4.8,6.6,5.5,6.9,266.3
Jonny,Evans,DEF,WBA,4900000,0,65,2.7,5.51020408163265E-07,1.3265306122449E-05,0,114860,7,35,0,0,0,2,0,13.3,22,-1,0,65,1,0.1,0,0.5,4,0,5,0,1,1.2,128453,1,0,0,1,2083,0,0,0,403,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,0,2.8,1.7,3,1.8,3,3.1,78.3
Patrice,Evra,DEF,WHU,4400000,0,0,0,0,0,0,5234,0,6,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,14783,0,0,0,0,135,2,0,0,17,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,2.6
Lukasz,Fabianski,GLK,SWA,4700000,0,114,3.9,8.29787234042553E-07,2.42553191489362E-05,0,366218,0,42,0,102,0,0,0,24.3,27,2,0,114,-2,0.4,0,2,8,0,8,0,0,9.2,612139,0,0,1,2,2610,14,0,0,577,Man Utd,West Brom,Everton,Man City,Chelsea,0,3.3,3.6,4.4,3.4,5,3.5,5.2,78.5
Cesc,Fabregas,MID,CHE,6800000,0,64,2.6,3.82352941176471E-07,9.41176470588235E-06,0,699180,4,19,0,0,0,1,0,9.4,5,-2,0,64,2,0.2,0,1.5,4,0,8,0,4,3,406318,0,0,0,1,1683,3,0,1,397,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,2,2.7,2,2.9,1.9,1.8,2,189.2
Adam,Federici,GLK,BOU,4000000,0,0,0,0,0,0,140242,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.3,18843,0,0,0,0,0,2,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Marouane,Fellaini,MID,MUN,4700000,0,35,1.16666666666667,2.4822695035461E-07,7.4468085106383E-06,0,206221,1,0,0,0,0,3,0,7.4,0,-3,0,35,3,0,0,0,3,0,3,0,0,0.5,191093,0,0,0,1,408,2,0,0,120,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,0.7,0.6,0.9,0.6,0.8,0.6,0.6,44.2
Leroy,Fer,MID,SWA,5200000,0,41,2,3.84615384615385E-07,7.88461538461538E-06,0,39744,5,26,0,0,0,1,0,7.9,0,-3,0,41,3,0,0,0,0,0,4,0,1,0.2,17256,0,0,0,0,1394,0,0,0,201,Man Utd,West Brom,Everton,Man City,Chelsea,0,0,0,0,0,1.4,1.3,1.6,56
Nathan,Ferguson,DEF,WBA,4000000,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5663,0,0,0,0,0,0,0,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0
Edimilson,Fernandes,MID,WHU,4300000,0,9,0.3,6.97674418604651E-08,2.09302325581395E-06,0,16924,1,13,0,0,0,0,0,2.1,1,-2,0,9,2,0,0,0,0,0,0,0,0,0.2,6467,0,0,0,0,412,0,0,0,44,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4500000,0,71,3.1,6.88888888888889E-07,1.57777777777778E-05,0,227950,4,34,0,0,0,1,0,15.8,21,0,0,71,0,0.4,0,2,10,0,6,0,1,4.3,369482,1,0,0,2,2070,2,0,0,403,Man Utd,West Brom,Everton,Man City,Chelsea,0,2.3,2.5,3.1,2.4,3.6,2.4,3.8,73.8
,Fernandinho,MID,MCI,5000000,0,90,3.3,6.6E-07,1.8E-05,0,694671,6,18,0,0,0,3,0,18,96,0,0,90,0,0.1,0,0.5,5,0,12,0,4,4.7,795395,0,0,0,1,2250,2,0,0,459,Everton,Man Utd,Tottenham,Swansea,West Ham,0,3.2,2.8,2.2,3.5,2.8,4,3,124.5
,Fernando,MID,MCI,4500000,0,0,0,0,0,0,4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4400000,0,21,0.7,1.59090909090909E-07,4.77272727272727E-06,0,21589,3,3,0,0,0,1,0,4.8,0,-1,0,21,1,0.1,0,0.3,2,0,4,0,0,0.1,21734,0,0,0,0,495,0,0,0,64,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.7
Roberto,Firmino,FWD,LIV,9400000,1,155,5.3,5.63829787234043E-07,1.64893617021277E-05,0,2666507,1,26,0,0,0,13,0,16.5,82,9,0,155,-9,0.7,0,6.5,26,0,12,0,8,41.5,3751313,0,0,0,3,2110,262,0,0,636,Watford,Crystal Palace,Everton,Bournemouth,West Brom,7.2,6.3,5.9,7.5,6,7.7,4.6,7.7,252.3
Jon,Flanagan,DEF,LIV,4400000,0,0,0,0,0,0,1472,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0,0,0,0,35439,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7138,0,0,0,0,0,1,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Darren,Fletcher,MID,STK,4800000,0,64,2.6,5.41666666666667E-07,1.33333333333333E-05,0,57615,0,48,0,0,0,1,0,13.3,2,-2,0,64,2,0.1,0,0.3,3,0,4,0,1,0.5,28858,0,0,0,1,2110,0,0,0,319,Everton,Arsenal,Tottenham,West Ham,Burnley,3.1,1.5,2.1,1.8,2.3,1.3,2.4,1.8,73.7
Phil,Foden,MID,MCI,4700000,0,6,0.2,4.25531914893617E-08,1.27659574468085E-06,0,2565,0,1,0,0,0,0,0,1.3,0,-3,0,6,3,0.3,0,1.3,0,0,0,0,1,0,963,0,0,0,0,18,0,0,0,18,Everton,Man Utd,Tottenham,Swansea,West Ham,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0,0,0,0,15258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,22301,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.14893617021277E-07,7.23404255319149E-06,0,152855,0,11,0,0,0,0,0,7.2,2,-3,0,34,3,0,0,0,3,0,3,0,2,0.8,77177,0,0,0,0,688,0,0,0,156,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,33.4
Fraser,Forster,GLK,SOU,4700000,0,73,3.6,7.65957446808511E-07,1.5531914893617E-05,0,517792,0,30,0,69,0,0,0,15.5,9,-3,0,73,3,0,0,0,6,0,4,0,0,4.2,365671,0,0,1,1,1800,0,0,0,351,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,4.2,3.7,4.2,3.3,3.5,2.8,3.4,48.9
Ben,Foster,GLK,WBA,4400000,0,89,3.2,7.27272727272727E-07,2.02272727272727E-05,0,697373,2,42,0,76,0,0,0,20.2,18,-1,0,89,1,0.3,0,1.5,6,0,7,0,0,10.3,482418,0,0,0,0,2520,29,0,0,472,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,2.3,3.9,3.6,2.2,3.9,2.3,3.8,3.7,55.8
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,38,1.9,4.31818181818182E-07,8.63636363636364E-06,0,99371,2,29,0,0,0,0,0,8.6,3,-1,0,38,1,0.2,0,0.8,3,0,2,0,0,1.1,69342,0,0,0,0,1590,3,0,0,276,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,1.1,1.7,1.1,1.9,1.4,1.5,1.4,1.8,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0,0,0,0,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4300000,0,41,1.6,3.72093023255814E-07,9.53488372093023E-06,0,170872,7,34,0,0,0,0,0,9.5,1,-2,0,41,2,0.1,0,0.5,1,0,3,0,0,1.6,112856,0,0,0,0,2152,21,0,1,369,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,1.3,1.1,1.9,1,1.2,1.2,1.1,1.1,95.9
Ryan,Fraser,MID,BOU,5100000,0,69,3.6,7.05882352941176E-07,1.35294117647059E-05,0,113468,0,26,0,0,0,4,0,13.5,31,-4,0,69,4,0.4,0,1.8,8,0,1,0,2,0.9,99179,0,0,0,2,1373,1,0,0,255,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0,3,3.7,2.3,3.2,3.4,4,3.2,101.2
Christian,Fuchs,DEF,LEI,4800000,0,55,2.6,5.41666666666667E-07,1.14583333333333E-05,0,205145,1,27,0,0,0,0,0,11.5,3,-2,0,55,2,0.2,0,0.8,8,0,4,0,1,2,109585,0,0,0,1,1642,2,0,0,319,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,2.1,2.4,2.2,2.7,3.1,3.3,1.9,62.4
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.16279069767442E-07,2.32558139534884E-07,0,4235,1,0,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0,3711,0,0,0,0,17,0,0,0,1,Man Utd,West Brom,Everton,Man City,Chelsea,0,0,0,0,0,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,1,0,0,0,Stoke,Man City,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0
Manolo,Gabbiadini,FWD,SOU,6200000,0,55,2.3,3.70967741935484E-07,8.87096774193548E-06,0,497284,2,14,0,0,0,4,0,8.9,3,-8,0,55,8,0.4,0,2.3,7,0,4,0,0,1.4,263989,0,0,0,1,975,2,0,0,165,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,1.8,1.4,1.5,2,2.2,1.8,1.8,47.7
Ali,Gabr,DEF,WBA,4400000,0,0,0,0,0,0,3331,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6328,0,0,0,0,0,2,0,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5000000,0,0,0,0,0,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0
,Gamez,DEF,NEW,3900000,0,9,0.3,7.69230769230769E-08,2.30769230769231E-06,0,224293,0,0,0,0,0,0,0,2.3,3,-1,0,9,1,0,0,0,2,0,1,0,0,1.6,198412,0,0,0,0,97,3,0,0,38,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0,0,0,0,0.2,0.2,0.2,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,Stoke,Man City,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,6100000,0,71,2.36666666666667,3.87978142076503E-07,1.16393442622951E-05,0,186699,2,26,0,0,0,5,0,11.6,6,-4,0,71,4,0.8,0,5,7,0,3,0,2,1.1,123024,0,0,0,2,1370,20,0,0,230,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,2.7,1.9,2.3,1.8,2.6,1.8,1.7,107.1
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.3,7.14285714285714E-08,2.14285714285714E-06,0,5280,0,0,0,3,0,0,0,2.1,0,-3,0,9,3,0,0,0,2,0,1,0,0,0.1,6645,0,0,0,0,90,0,0,0,26,Chelsea,Stoke,Man City,Brighton,Watford,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,0,62,2.6,5.2E-07,1.24E-05,0,43351,2,32,0,0,0,0,0,12.4,0,0,0,62,0,0.2,0,0.8,1,0,5,0,2,0.4,48991,0,0,0,0,2076,4,0,0,345,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,1.6,2.9,2.7,1.6,2.9,1.7,2.8,3,75.4
Olivier,Giroud,FWD,CHE,8200000,0,45,2.3,2.80487804878049E-07,5.48780487804878E-06,0,189350,0,7,0,0,0,4,0,5.5,19,-3,0,45,3,0.2,0,1.8,4,0,2,0,1,1.5,151077,0,0,0,1,484,9,0,0,157,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,1.9,2.4,2,2.6,1.6,1.8,1.8,70.9
Connor,Goldson,DEF,BHA,3900000,0,5,0.166666666666667,4.27350427350427E-08,1.28205128205128E-06,0,104232,1,4,0,0,0,0,0,1.3,8,-1,0,5,1,0,0,0,0,0,1,0,0,2.6,217274,0,0,0,0,180,13,0,0,33,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6E-07,1.37777777777778E-05,0,160684,0,39,0,61,0,0,0,13.8,1,0,0,62,0,0,0,0,4,0,5,0,0,1.4,133072,0,0,0,0,2038,0,0,0,386,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,2.2,2.4,2.9,2,3.8,2.1,2.5,1.9,45.1
Joseph,Gomez,DEF,LIV,4600000,0,71,3.5,7.60869565217391E-07,1.54347826086957E-05,0,565274,2,20,0,0,0,0,0,15.4,72,1,0,71,-1,0,0,0,6,0,7,0,2,3.6,687770,0,0,0,2,1631,4,0,0,409,Watford,Crystal Palace,Everton,Bournemouth,West Brom,4.5,4.3,2.4,3.6,3,4.5,3.4,4.6,64.4
Dan,Gosling,MID,BOU,4800000,0,46,1.53333333333333,3.19444444444444E-07,9.58333333333333E-06,0,7829,6,27,0,0,0,2,0,9.6,0,-2,0,46,2,0.6,0,2.8,4,0,1,0,1,0.1,8493,0,0,0,0,1362,4,0,0,183,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,1.2,0.8,1,0.8,0.8,0.8,1.1,0.8,69.3
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0,0,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4200000,0,5,0.166666666666667,3.96825396825397E-08,1.19047619047619E-06,0,28200,0,7,0,8,0,0,0,1.2,2,-3,0,5,3,0,0,0,0,0,0,0,0,0.3,9767,0,0,0,0,270,0,0,0,44,Everton,Arsenal,Tottenham,West Ham,Burnley,0,0,0,0,0,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,0,66,2.5,3.96825396825397E-07,1.04761904761905E-05,0,301920,1,25,0,0,0,4,0,10.5,9,-2,0,66,2,0,0,0.3,3,0,5,0,3,1.4,252498,0,0,0,0,1253,5,0,0,193,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,1.5,2.6,2.3,2,2.6,1.5,2.6,1.5,90
Demarai,Gray,MID,LEI,5300000,0,59,2.3,4.33962264150943E-07,1.11320754716981E-05,0,141641,2,22,0,0,0,3,0,11.1,6,-2,0,59,2,0.1,0,0.5,2,0,3,0,1,0.7,130862,0,0,0,0,1242,0,0,0,225,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,1.2,2.1,1.5,1.8,1.4,2.3,1.2,81.1
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13109,0,0,0,0,0,1,0,0,0,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0,0,0,0,0,0,0,0
Pascal,Gro?,MID,BHA,5900000,0,133,4.6,7.79661016949152E-07,2.25423728813559E-05,0,1452660,1,33,0,0,0,5,0,22.5,55,4,0,133,-4,0.6,0,3.3,21,0,8,0,8,18.2,2334827,0,0,0,2,2235,108,0,0,507,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,5.8,6.5,4.1,5.1,4.2,5,3.1,202.5
