FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,Watford,West Brom,Newcastle,Leicester,,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,5,9,0.257142857142857,5.84415584415584E-08,2.04545454545455E-06,0,1200,1,2,0,0,0,0,0,2,7,-1,0,9,1,0.5,0,2,0,0,1,0,0,0,483,0,0,0,0,225,24,0,0,46,Tottenham,Newcastle,Man Utd,,,0.1,0.1,0.1,6.3
Diego,Cavalieri,GLK,CRY,4000000,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,22,0,0,0,Leicester,Stoke,West Brom,,,0,0,0,0
Santiago,Cazorla,MID,ARS,6900000,0,0,0,0,0,0,2596,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1098,0,0,0,0,0,10,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,0
Petr,Cech,GLK,ARS,5300000,0,115,3.6,6.79245283018868E-07,2.16981132075472E-05,0,281760,1,45,0,81,0,0,0,21.7,4034,-2,0,115,2,0.2,0,0.8,7,0,10,0,0,4.6,178331,0,0,1,1,2859,159,0,0,576,Man Utd,Burnley,Leicester,Huddersfield,,0,6.6,2.6,65.4
,Cedric,DEF,SOU,4700000,0,72,2.6,5.53191489361702E-07,1.53191489361702E-05,0,719763,1,41,0,0,0,0,0,15.3,830,-3,0,72,3,0.9,0,4.3,2,0,6,0,2,3.5,288773,0,0,0,1,2434,5852,0,0,421,Bournemouth,Everton,Swansea,Man City,,2.1,3.6,2.1,99
Nacer,Chadli,MID,WBA,5600000,0,13,0.371428571428571,6.63265306122449E-08,2.32142857142857E-06,0,39658,1,2,0,0,0,1,0,2.3,6,-4,0,13,4,0,0,0,3,0,1,0,0,0.2,9750,0,0,0,1,174,2,0,0,30,Newcastle,Tottenham,Crystal Palace,,,0,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,2.4,5.71428571428571E-07,2.85714285714286E-06,0,206688,1,7,0,0,0,0,0,2.9,102,-3,0,12,3,0,0,0,0,0,3,0,0,0.8,130270,0,0,0,0,429,35,0,0,37,Tottenham,Newcastle,Man Utd,,,0,0,0,19.6
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,0,0,39,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0
,Chamberlain,MID,LIV,5600000,4,94,2.7,4.82142857142857E-07,1.67857142857143E-05,0,439323,3,28,0,0,0,3,0,16.8,3186,-4,0,94,4,0.5,0,2.8,5,0,5,0,7,3.1,405657,0,0,0,0,1718,2450,0,0,423,Stoke,Chelsea,Brighton,,,0,0,0,166.5
Calum,Chambers,DEF,ARS,4700000,1,16,0.470588235294118,1.00125156445557E-07,3.40425531914894E-06,0,27334,1,12,0,0,0,0,0,3.4,279,-3,0,16,3,0.5,0,2.3,0,0,1,0,0,0.3,16761,0,0,0,0,698,180,0,0,120,Man Utd,Burnley,Leicester,Huddersfield,,0.2,0.4,0.2,34.5
,Chicharito,FWD,WHU,6700000,1,92,3.4,5.07462686567164E-07,1.37313432835821E-05,0,1940419,3,36,0,0,0,8,0,13.7,1946,-3,0,92,3,0.3,0,2.3,14,0,6,0,2,7.4,1266679,0,0,0,2,1513,553,0,0,307,Man City,Leicester,Man Utd,Everton,,3.5,6.9,4.3,114.7
Benjamin,Chilwell,DEF,LEI,4400000,0,65,2.8,6.36363636363636E-07,1.47727272727273E-05,0,114104,1,25,0,0,0,0,0,14.8,1891,-1,0,65,1,1.1,0,5,4,0,6,0,2,4.3,331645,0,0,0,1,1758,10814,0,1,353,Crystal Palace,West Ham,Arsenal,Tottenham,,3.5,6.7,2.4,74.3
Hamza,Choudhury,MID,LEI,4400000,0,5,0.147058823529412,3.34224598930481E-08,1.13636363636364E-06,0,410,0,3,0,0,0,0,0,1.1,4,-1,0,5,1,0.2,0,1,0,0,0,0,0,0,612,0,0,0,0,146,5,0,0,22,Crystal Palace,West Ham,Arsenal,Tottenham,,0.1,0.2,0.1,3.6
Eric Maxim,Choupo-Moting,MID,STK,5300000,0,107,3.6,6.79245283018868E-07,2.0188679245283E-05,0,797662,3,45,0,0,0,5,0,20.2,1248,-2,0,107,2,0,0,0,9,0,5,0,5,2.1,847049,0,0,0,2,2241,21,0,0,341,Liverpool,Crystal Palace,Swansea,,,0,0,0,168.1
Andreas,Christensen,DEF,CHE,5300000,0,76,3,5.66037735849057E-07,1.43396226415094E-05,0,497695,0,19,0,0,0,0,0,14.3,2208,-2,0,76,2,0.1,0,0.5,4,0,8,0,0,2.3,583889,0,0,0,0,1887,831,0,0,440,Swansea,Liverpool,Huddersfield,Newcastle,,2.4,7,2.2,55.2
Ciaran,Clark,DEF,NEW,4300000,0,64,3.2,7.44186046511628E-07,1.48837209302326E-05,0,274421,3,30,0,0,0,2,0,14.9,718,-2,0,64,2,0,0,0,6,0,4,0,1,1.6,294517,0,0,0,1,1745,215,0,0,317,West Brom,Watford,Tottenham,Chelsea,,3.5,5.9,3.7,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,18842,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4029,0,0,0,0,0,1,0,0,0,Bournemouth,Everton,Swansea,Man City,,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5E-07,1.16E-05,0,102829,1,33,0,0,0,1,0,11.6,41,0,0,58,0,0,1,0,3,0,6,0,2,0.4,102453,0,0,0,1,1900,1,0,1,300,Tottenham,Newcastle,Man Utd,,,0,0,0,92.1
Sam,Clucas,MID,SWA,4700000,1,70,2.7,5.74468085106383E-07,1.48936170212766E-05,0,49111,2,28,0,0,0,3,0,14.9,452,-3,0,70,3,0.4,0,1.8,4,0,5,0,1,0.4,68186,0,0,0,1,1837,84,0,0,282,Chelsea,Bournemouth,Southampton,Stoke,,2.3,4.6,2.6,69
Nathaniel,Clyne,DEF,LIV,5300000,0,6,0.171428571428571,3.23450134770889E-08,1.13207547169811E-06,0,28483,0,0,0,0,0,0,0,1.1,50,-2,0,6,2,0.3,0,1.5,0,0,1,0,0,0.2,2126,0,0,0,0,90,11,0,0,19,Stoke,Chelsea,Brighton,,,0.1,0.1,0.1,1.9
Jack,Colback,MID,NEW,4200000,0,0,0,0,0,0,117736,0,0,0,0,0,0,0,0,120,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,113564,0,0,0,0,0,12,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0,0,0,0
Joel,Coleman,GLK,HUD,3900000,0,0,0,0,0,0,100215,0,0,0,0,0,0,0,0,1117,-1,0,0,1,0,0,0,0,0,0,0,0,3.9,210412,0,0,0,0,0,1117,0,0,0,Everton,Man City,Chelsea,Arsenal,,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,6,30,0.857142857142857,1.33928571428571E-07,4.6875E-06,0,28765,0,8,0,0,0,0,0,4.7,663,-1,0,30,1,0.6,0,3.8,0,0,3,0,1,0.5,34737,0,0,0,0,765,256,0,0,147,Huddersfield,Southampton,West Ham,,,0.4,0.5,0.4,26.3
James,Collins,DEF,WHU,4300000,0,35,1.02941176470588,2.39398084815321E-07,8.13953488372093E-06,0,34783,3,19,0,0,0,1,0,8.1,264,-2,0,35,2,0,0,0,3,0,3,0,0,0.2,31652,0,0,0,0,1047,2,0,0,198,Man City,Leicester,Man Utd,Everton,,0.5,1.1,0.5,44.4
Francis,Coquelin,MID,ARS,4300000,0,7,1,2.32558139534884E-07,1.62790697674419E-06,0,41404,0,6,0,0,0,0,0,1.6,13,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,15798,0,0,0,0,164,1,0,0,35,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,4.8
Jack,Cork,MID,BUR,4500000,2,93,2.7,6E-07,2.06666666666667E-05,0,385351,7,32,0,0,0,2,0,20.7,3146,0,0,93,0,0.8,0,3.4,6,0,11,0,1,3.9,537976,0,0,0,1,3150,2709,0,0,494,Brighton,Arsenal,Bournemouth,,,2.4,1.7,2.5,110.6
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,66541,0,0,0,0,0,0,0,0,5,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2454,0,0,0,0,0,2,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0
Thibaut,Courtois,GLK,CHE,5300000,0,119,3.7,6.9811320754717E-07,2.24528301886792E-05,0,884655,1,31,0,65,0,0,0,22.5,1561,-2,0,119,2,0.3,0,1.5,2,0,13,0,0,10.2,507906,0,0,0,0,2880,1966,0,0,562,Swansea,Liverpool,Huddersfield,Newcastle,,3.4,9.3,3,47.7
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.13186813186813E-07,1.13186813186813E-05,0,1730376,0,14,0,0,0,7,0,11.3,150,1,0,103,-1,0,0,0,15,0,5,0,7,3,1531118,0,0,0,4,1109,1,0,0,381,Stoke,Chelsea,Brighton,,,0,0,0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75E-07,5E-07,0,25227,0,7,0,0,0,0,0,0.5,33,0,0,2,0,0,0,0,0,0,0,0,0,0.2,24160,0,0,0,0,179,2,0,0,35,Everton,Man City,Chelsea,Arsenal,,0,0,0,4.7
Aaron,Cresswell,DEF,WHU,4900000,0,99,3.1,6.3265306122449E-07,2.02040816326531E-05,0,310198,6,55,0,0,0,0,0,20.2,1769,-1,0,99,1,0.6,0,3,10,0,8,0,7,2.2,431937,0,0,0,0,2712,1995,0,0,535,Man City,Leicester,Man Utd,Everton,,3,5.6,3.2,131.7
Peter,Crouch,FWD,STK,4800000,2,65,2.3,4.79166666666667E-07,1.35416666666667E-05,0,391876,2,26,0,0,0,4,0,13.5,1080,-2,0,65,2,0.5,0,2.5,6,0,0,0,2,2.3,370929,0,0,0,0,1331,1340,0,0,195,Liverpool,Crystal Palace,Swansea,,,1.3,2.2,1.6,90.5
Josh,Cullen,MID,WHU,4500000,0,2,0.0588235294117647,1.30718954248366E-08,4.44444444444444E-07,0,476,0,0,0,0,0,0,0,0.4,3,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,776,0,0,0,0,6,2,0,0,7,Man City,Leicester,Man Utd,Everton,,0,0,0,0.8
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,1361,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,3413,0,0,0,0,0,298,0,0,0,Leicester,Stoke,West Brom,,,0,0,0,0
Charlie,Daniels,DEF,BOU,4700000,0,82,2.6,5.53191489361702E-07,1.74468085106383E-05,0,1152830,0,47,0,0,0,1,0,17.4,2443,-3,0,82,3,0.2,0,1,4,0,5,0,2,7,589020,0,0,0,0,2731,474,0,0,529,Southampton,Swansea,Burnley,,,2.4,2.6,2.1,113.7
,Danilo,DEF,MCI,5000000,9,82,2.41176470588235,4.82352941176471E-07,1.64E-05,0,438462,2,10,0,0,0,2,0,16.4,621,-5,0,82,5,0.5,0,2.5,5,0,8,0,2,2.5,325325,0,0,0,2,1131,3238,0,0,333,West Ham,Huddersfield,Brighton,Southampton,,2.2,5.1,2.2,58.9
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826087E-07,6.95652173913044E-06,0,87994,4,26,0,0,0,1,0,7,23,-4,0,32,4,0,0,0,0,0,1,0,0,0.3,39469,0,0,0,0,1434,1,0,0,211,Leicester,Stoke,West Brom,,,0,0,0,67
Karl,Darlow,GLK,NEW,4300000,0,33,0.970588235294118,2.25718194254446E-07,7.67441860465116E-06,0,31573,0,15,0,35,0,0,0,7.7,120,-2,0,33,2,0,0,0,2,0,2,0,0,0.2,25398,1,0,0,1,900,49,0,0,172,West Brom,Watford,Tottenham,Chelsea,,0.5,1,0.6,25.9
Matteo,Darmian,DEF,MUN,4900000,0,16,0.470588235294118,9.60384153661465E-08,3.26530612244898E-06,0,33648,0,2,0,0,0,0,0,3.3,24,-6,0,16,6,0.3,0,1.5,0,0,2,0,0,0.2,7365,0,0,0,0,286,36,0,0,75,Arsenal,Brighton,West Ham,Watford,,0.2,0.4,0.2,8.2
,David Luiz,DEF,CHE,5700000,0,32,0.941176470588235,1.65118679050568E-07,5.6140350877193E-06,0,1194925,3,13,0,0,0,1,0,5.6,236,-3,0,32,3,0,0,0,0,0,3,0,2,8.1,326795,0,0,0,0,838,17,0,1,186,Swansea,Liverpool,Huddersfield,Newcastle,,0.5,1.1,0.5,29.6
,David Silva,MID,MCI,8200000,10,166,5.9,7.19512195121951E-07,2.02439024390244E-05,0,2452366,5,18,0,0,0,9,0,20.2,4479,2,0,166,-2,0.8,0,6.3,26,0,13,0,11,12.6,2736576,0,0,0,6,2341,20209,0,0,656,West Ham,Huddersfield,Brighton,Southampton,,6.6,16.1,7,279.7
Ben,Davies,DEF,TOT,5800000,0,131,4.9,8.44827586206897E-07,2.25862068965517E-05,0,1912212,3,20,0,0,0,2,0,22.6,8094,3,0,131,-3,0.3,0,1.5,14,0,10,0,7,21.1,2653054,0,0,0,4,2143,14699,0,0,563,Watford,West Brom,Newcastle,Leicester,,7.1,10.9,5.8,144.4
Tom,Davies,MID,EVE,5100000,1,54,1.8,3.52941176470588E-07,1.05882352941176E-05,0,72291,6,20,0,0,0,1,0,10.6,113,-4,0,54,4,0.3,0,1.3,0,0,6,0,2,0.4,41629,0,0,0,0,1693,29,0,0,183,Huddersfield,Southampton,West Ham,,,0.9,1.4,0.9,55.9
Steven,Davis,MID,SOU,4700000,0,71,2.08823529411765,4.44305381727159E-07,1.51063829787234E-05,0,455009,0,21,0,0,0,3,0,15.1,163,-3,0,71,3,0.1,0,0.3,6,0,4,0,2,1.4,482820,0,0,0,2,1515,100,0,0,337,Bournemouth,Everton,Swansea,Man City,,1.7,2.9,1,82.5
Craig,Dawson,DEF,WBA,4800000,4,74,3,6.25E-07,1.54166666666667E-05,0,331595,5,37,0,0,0,2,0,15.4,347,-2,0,74,2,0.7,0,3.3,3,0,6,0,1,1.5,122929,0,0,0,1,2240,240,0,0,392,Newcastle,Tottenham,Crystal Palace,,,2,3.4,3.7,97.6
Kevin,De Bruyne,MID,MCI,10300000,8,198,5.8,5.63106796116505E-07,1.92233009708738E-05,0,2391747,2,21,0,0,0,8,0,19.2,8934,3,0,198,-3,0.4,0,3.8,25,0,17,0,17,22.3,2063361,0,0,0,5,2827,4864,0,0,840,West Ham,Huddersfield,Brighton,Southampton,,6.4,15.7,6.9,350.2
David,De Gea,GLK,MUN,5900000,0,161,4.7,7.96610169491525E-07,2.72881355932203E-05,0,1069690,0,26,0,108,0,0,0,27.3,5091,4,0,161,-4,0.7,0,4.3,10,0,17,0,0,44.7,1430006,0,0,0,0,3060,7337,0,0,706,Arsenal,Brighton,West Ham,Watford,,6.7,10.4,6.9,78.6
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,9752,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,528,0,0,0,0,0,0,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,3,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,2,71,2.7,4.28571428571429E-07,1.12698412698413E-05,0,117563,1,29,0,0,0,5,0,11.3,3428,-2,0,71,2,0.3,1,2,7,0,6,0,2,1,125496,0,0,0,1,1722,134,0,1,239,Tottenham,Newcastle,Man Utd,,,0,0,1.7,110
Jermain,Defoe,FWD,BOU,7600000,0,55,1.57142857142857,2.06766917293233E-07,7.23684210526316E-06,0,214429,1,21,0,0,0,4,0,7.2,144,-4,0,55,4,0.4,0,2.8,5,0,2,0,1,1.4,53867,0,0,0,1,1025,91,0,0,172,Southampton,Swansea,Burnley,,,1.1,1.2,0.9,81.8
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482E-07,1.14814814814815E-05,0,34472,6,17,0,0,0,1,0,11.5,27,-1,0,62,1,0,0,0,0,0,12,0,1,0.3,26908,0,0,0,0,1998,2,0,0,353,Brighton,Arsenal,Bournemouth,,,0,0,0,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0285714285714286,6.80272108843537E-09,2.38095238095238E-07,0,24917,0,5,0,0,0,0,0,0.2,16,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,4712,0,0,0,0,95,13,0,0,19,Leicester,Stoke,West Brom,,,0,0,0,4
Fabian,Delph,MID,MCI,4500000,6,51,1.5,3.33333333333333E-07,1.13333333333333E-05,0,121258,2,16,0,0,0,1,0,11.3,110,0,0,51,0,0.5,0,2.3,0,0,6,0,2,0.4,120200,0,0,0,0,1536,764,0,0,355,West Ham,Huddersfield,Brighton,Southampton,,0.8,2.1,0.8,62.2
Mousa,Dembele,MID,TOT,4900000,0,49,1.44117647058824,2.94117647058824E-07,1E-05,0,177666,6,22,0,0,0,0,0,10,366,-1,0,49,1,0.3,0,1.5,3,0,6,0,0,1.7,104981,0,0,0,0,1813,277,0,0,335,Watford,West Brom,Newcastle,Leicester,,0.9,1.7,0.9,65.1
Laurent,Depoitre,FWD,HUD,5100000,0,82,2.8,5.49019607843137E-07,1.6078431372549E-05,0,663578,1,32,0,0,0,5,0,16.1,1787,-4,0,82,4,0.3,0,1.3,11,0,4,0,2,2.4,770108,0,0,0,1,1643,339,0,0,250,Everton,Man City,Chelsea,Arsenal,,3.3,3.4,3.2,84.6
Gerard,Deulofeu,MID,WAT,5500000,0,21,5.3,9.63636363636364E-07,3.81818181818182E-06,0,247325,0,2,0,0,0,1,0,3.8,289,-5,0,21,5,0,0,0,3,0,2,0,1,0.4,267809,0,0,0,1,311,1,0,0,79,Tottenham,Newcastle,Man Utd,,,0,0,0,27.4
Fousseni,Diabate,FWD,LEI,4900000,0,12,0.352941176470588,7.20288115246098E-08,2.44897959183673E-06,0,10495,1,6,0,0,0,0,0,2.4,116,-1,0,12,1,0.3,0,1.3,0,0,0,0,0,0.1,14760,0,0,0,0,374,72,0,0,37,Crystal Palace,West Ham,Arsenal,Tottenham,,0.2,0.4,0.2,13.6
Mohamed,Diame,MID,NEW,4600000,2,63,2.3,5E-07,1.3695652173913E-05,0,21414,1,23,0,0,0,2,0,13.7,164,-4,0,63,4,0.5,0,2.5,3,0,5,0,0,0.3,19359,0,0,0,0,1685,245,0,0,282,West Brom,Watford,Tottenham,Chelsea,,2.3,2.5,1.8,67.1
Grady,Diangana,MID,WHU,4500000,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,11,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Brahim,Diaz,MID,MCI,4700000,0,3,0.0882352941176471,1.87734668335419E-08,6.38297872340426E-07,0,4296,0,1,0,0,0,0,0,0.6,7,-3,0,3,3,0,0,0,0,0,0,0,0,0,1695,0,0,0,0,31,4,0,0,9,West Ham,Huddersfield,Brighton,Southampton,,0,0,0,4.5
Eric,Dier,MID,TOT,4700000,0,80,2.5,5.31914893617021E-07,1.70212765957447E-05,0,293589,4,26,0,0,0,0,0,17,801,-3,0,80,3,0.5,0,2.5,2,0,14,0,2,2.6,205315,0,0,0,0,2642,900,0,0,451,Watford,West Brom,Newcastle,Leicester,,2.2,4.2,2.2,111.2
Mame Biram,Diouf,FWD,STK,5200000,5,94,2.9,5.57692307692308E-07,1.80769230769231E-05,0,616742,5,46,0,0,0,6,0,18.1,934,-3,0,94,3,0.8,0,4.3,8,0,7,0,3,1.9,664331,0,0,0,0,2322,993,0,0,331,Liverpool,Crystal Palace,Swansea,,,1.9,3.1,2.3,151.2
Abdoulaye,Doucoure,MID,WAT,5300000,2,127,3.7,6.9811320754717E-07,2.39622641509434E-05,0,1591489,10,59,0,0,0,7,0,24,12933,3,0,127,-3,0.3,0,1.5,16,0,9,0,3,12.6,2148352,0,0,0,1,3054,934,0,0,626,Tottenham,Newcastle,Man Utd,,,2.4,4.3,2.1,186.5
Aleksandar,Dragovic,DEF,LEI,4900000,0,27,0.794117647058823,1.62064825930372E-07,5.51020408163265E-06,0,18008,1,10,0,0,0,0,0,5.5,58,-1,0,27,1,0.3,0,1.5,0,0,4,0,0,0.1,21915,0,0,0,0,674,21,0,0,158,Crystal Palace,West Ham,Arsenal,Tottenham,,0.6,0.9,0.4,19.6
Daniel,Drinkwater,MID,CHE,4700000,0,24,0.705882352941177,1.50187734668335E-07,5.1063829787234E-06,0,24401,0,7,0,0,0,1,0,5.1,35,-3,0,24,3,0,0,0,1,0,1,0,0,0.2,15707,0,0,0,1,520,16,0,0,117,Swansea,Liverpool,Huddersfield,Newcastle,,0.4,0.8,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,2,30,0.882352941176471,1.96078431372549E-07,6.66666666666667E-06,0,12470,0,7,0,11,0,0,0,6.7,543,0,0,30,0,0.7,0,3,2,0,3,0,0,0.8,57603,0,0,0,1,720,3338,0,0,124,West Brom,Watford,Tottenham,Chelsea,,0.4,0.8,0.5,9.1
Shane,Duffy,DEF,BHA,4600000,0,87,2.6,5.65217391304348E-07,1.89130434782609E-05,0,283847,7,46,0,0,0,0,0,18.9,1607,1,0,87,-1,0.3,0,1.3,7,0,8,0,2,3.1,440541,0,0,0,1,2952,369,0,0,540,Burnley,Man Utd,Man City,Liverpool,,1.9,4.3,1.9,134.9
Paul,Dummett,DEF,NEW,4200000,2,42,1.23529411764706,2.94117647058824E-07,1E-05,0,58518,1,14,0,0,0,0,0,10,396,-3,0,42,3,0.7,0,3,0,0,4,0,0,0.9,71066,0,0,0,0,1275,2760,0,0,229,West Brom,Watford,Tottenham,Chelsea,,0.8,1.3,0.8,37.4
Lewis,Dunk,DEF,BHA,4500000,0,82,2.4,5.33333333333333E-07,1.82222222222222E-05,0,258349,7,47,0,0,0,1,0,18.2,1620,0,0,82,0,0.4,0,2,5,0,8,0,1,3.1,349292,4,0,0,1,3060,634,0,0,562,Burnley,Man Utd,Man City,Liverpool,,1.6,3.8,1.6,147.2
Nathan,Dyer,MID,SWA,4400000,0,37,1.08823529411765,2.47326203208556E-07,8.40909090909091E-06,0,20282,2,18,0,0,0,0,0,8.4,164,-1,0,37,1,0.2,0,0.8,0,0,3,0,1,0.2,27980,0,0,0,0,1143,31,0,0,125,Chelsea,Bournemouth,Southampton,Stoke,,0.5,1.1,0.6,33.6
,Ederson,GLK,MCI,5700000,6,149,4.4,7.71929824561404E-07,2.6140350877193E-05,0,415421,0,25,0,55,0,0,0,26.6,2967,2,-1,149,-2,0.5,0,2.8,9,0,15,0,0,8.6,595551,0,0,2,2,3015,7260,1,0,635,West Ham,Huddersfield,Brighton,Southampton,,5.4,11.9,5.3,53.2
,Eduardo,GLK,CHE,4700000,0,0,0,0,0,0,3534,0,0,0,0,0,0,0,0,6,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1185,0,0,0,0,0,7,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0
Thomas,Edwards,DEF,STK,4000000,0,6,0.171428571428571,4.28571428571429E-08,1.5E-06,0,29440,0,15,0,0,0,0,0,1.5,204,0,0,6,0,0,0,0,0,0,0,0,0,0.3,48835,0,0,0,0,481,40,0,0,81,Liverpool,Crystal Palace,Swansea,,,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9E-07,1.425E-05,0,1023033,0,21,0,44,0,0,0,14.3,6932,0,0,57,0,0,0,0,4,0,3,0,0,14.6,903896,0,0,1,3,1440,948,0,0,280,West Brom,Watford,Tottenham,Chelsea,,4.1,7,4.3,36.5
Mohamed,Elneny,MID,ARS,4200000,1,22,1.7,4.04761904761905E-07,5.23809523809524E-06,0,339396,3,12,0,0,0,0,0,5.2,2674,-3,0,22,3,0.2,0,1,0,0,3,0,1,3.3,308463,0,0,0,0,865,418,0,1,156,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,42.5
,Emerson,DEF,CHE,5200000,0,7,0.205882352941176,3.95927601809955E-08,1.34615384615385E-06,0,1843,0,1,0,0,0,0,0,1.3,84,-3,0,7,3,0.3,0,1.5,0,0,0,0,1,0,3436,0,0,0,0,98,835,0,0,28,Swansea,Liverpool,Huddersfield,Newcastle,,0.1,0.2,0.1,6.7
Christian,Eriksen,MID,TOT,9500000,0,186,5.6,5.89473684210526E-07,1.95789473684211E-05,0,2234732,0,28,0,0,0,11,0,19.6,3858,0,0,186,0,0.9,0,8.3,23,0,15,0,9,16.9,2324201,0,0,0,3,2858,31337,0,0,750,Watford,West Brom,Newcastle,Leicester,,7.2,13.8,7.1,323.7
Jonny,Evans,DEF,WBA,4900000,1,77,2.9,5.91836734693878E-07,1.57142857142857E-05,0,129907,7,38,0,0,0,2,0,15.7,294,-1,0,77,1,0.3,0,1.5,5,0,6,0,2,1,133699,1,0,0,1,2268,115,0,0,452,Newcastle,Tottenham,Crystal Palace,,,1.9,3.2,3.5,85.1
Patrice,Evra,DEF,WHU,4200000,0,1,0.0294117647058824,7.00280112044818E-09,2.38095238095238E-07,0,9836,0,6,0,0,0,0,0,0.2,200,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,16867,0,0,0,0,161,74,0,0,22,Man City,Leicester,Man Utd,Everton,,0,0,0,3.7
Lukasz,Fabianski,GLK,SWA,4700000,9,139,4.1,8.72340425531915E-07,2.95744680851064E-05,0,453779,0,51,0,121,0,0,0,29.6,2216,2,0,139,-2,0.9,0,4,12,0,9,0,0,8.8,682048,0,0,2,2,3060,8958,0,0,689,Chelsea,Bournemouth,Southampton,Stoke,,5.2,8.9,5.5,94.8
Cesc,Fabregas,MID,CHE,6800000,0,73,2.5,3.67647058823529E-07,1.07352941176471E-05,0,706670,4,25,0,0,0,1,0,10.7,324,-2,0,73,2,0.2,0,1.5,4,0,9,0,4,3,412355,0,0,0,1,2040,154,0,1,472,Swansea,Liverpool,Huddersfield,Newcastle,,1.8,4.4,1.7,219.8
Adam,Federici,GLK,BOU,4000000,0,0,0,0,0,0,144720,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,2.2,19990,0,0,0,0,0,25,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0,0,0,0,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
