FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nemanja,Matic,MID,MUN,4700000,0,87,2.6,5.53191489361702E-07,1.85106382978723E-05,0,1107814,6,24,0,0,0,1,0,18.5,1661,-3,0,87,3,0.4,0,2,3,0,16,0,1,9.1,648080,0,0,0,1,2937,1399,0,0,538,Arsenal,Brighton,West Ham,Watford,,2.8,3.1,2.5,117.6
Joel,Matip,DEF,LIV,5400000,0,81,3.2,5.92592592592593E-07,1.5E-05,0,234485,3,27,0,0,0,1,0,15,380,-1,0,81,1,0.1,0,0.5,3,0,9,0,0,1.7,146989,0,0,0,1,1995,11,0,0,470,Stoke,Chelsea,Brighton,,,0,0,0,78.1
Konstantinos,Mavropanos,DEF,ARS,4200000,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,9,-3,1,0,3,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,15,-1,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,0
Alfie,Mawson,DEF,SWA,5100000,0,106,3.1,6.07843137254902E-07,2.07843137254902E-05,0,203108,2,51,0,0,0,2,0,20.8,3374,1,0,106,-1,0.3,0,1.3,7,0,9,0,1,3.6,338500,0,0,0,1,3060,2874,0,0,598,Chelsea,Bournemouth,Southampton,Stoke,,3.5,5.9,3.8,108
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.588235294117647,1.50829562594268E-07,5.12820512820513E-06,0,931301,0,11,0,0,0,0,0,5.1,4495,-1,0,20,1,0,0,0,3,0,1,0,0,10.6,1366243,0,0,0,1,670,2287,0,0,133,West Brom,Watford,Tottenham,Chelsea,,0.3,0.6,0.3,23.2
James,McArthur,MID,CRY,4300000,3,78,2.6,6.04651162790698E-07,1.81395348837209E-05,0,373222,4,34,0,0,0,3,0,18.1,1932,-2,0,78,2,0.7,0,2.8,6,0,5,0,1,3.4,334716,0,0,0,1,2186,1420,0,0,338,Leicester,Stoke,West Brom,,,2.2,1.9,2.6,113.4
Gareth,McAuley,DEF,WBA,4500000,0,8,0.228571428571429,5.07936507936508E-08,1.77777777777778E-06,0,86749,0,15,0,0,0,0,0,1.8,45,-5,0,8,5,0,0,0,0,0,0,0,0,0.5,7076,0,0,0,0,454,9,0,0,73,Newcastle,Tottenham,Crystal Palace,,,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739E-07,3.47826086956522E-06,0,273455,0,5,0,0,0,0,0,3.5,563,1,0,16,-1,0,0,0,0,0,0,0,1,1.8,255137,0,0,0,0,267,1,0,0,45,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,17.4
Alex,McCarthy,GLK,SOU,4400000,0,37,1.08823529411765,2.47326203208556E-07,8.40909090909091E-06,0,14432,1,23,0,30,0,0,0,8.4,385,-1,0,37,1,0.7,0,3,2,0,3,0,0,0.4,32422,0,0,0,0,1260,3319,0,0,211,Bournemouth,Everton,Swansea,Man City,,0.5,1,0.5,20.2
James,McCarthy,MID,EVE,4900000,0,6,1.5,3.06122448979592E-07,1.22448979591837E-06,0,2308,0,6,0,0,0,0,0,1.2,2,-1,0,6,1,0,0,0,0,0,0,0,0,0,725,0,0,0,0,204,3,0,0,41,Huddersfield,Southampton,West Ham,,,0,0,0,5.8
James,McClean,MID,WBA,4700000,2,39,1.11428571428571,2.37082066869301E-07,8.29787234042553E-06,0,10141,5,18,0,0,0,1,0,8.3,15,-3,0,39,3,0.3,0,1.5,1,0,4,0,0,0.1,6515,1,0,0,0,1126,14,0,0,133,Newcastle,Tottenham,Crystal Palace,,,0.6,0.6,0.6,71.9
Sam,McQueen,DEF,SOU,4200000,0,12,0.352941176470588,8.40336134453782E-08,2.85714285714286E-06,0,6526,0,1,0,0,0,0,0,2.9,5,-3,0,12,3,0,0,0,2,0,1,0,0,0.1,4166,0,0,0,0,126,7,0,0,40,Bournemouth,Everton,Swansea,Man City,,0.2,0.4,0.2,6.6
Scott,McTominay,MID,MUN,4200000,0,15,0.441176470588235,1.05042016806723E-07,3.57142857142857E-06,0,72241,1,3,0,0,0,0,0,3.6,698,-3,0,15,3,0.1,0,0.5,0,0,2,0,0,0.7,113242,0,0,0,0,435,386,0,0,71,Arsenal,Brighton,West Ham,Watford,,0.2,0.4,0.2,9.5
Ben,Mee,DEF,BUR,4900000,0,90,3.1,6.3265306122449E-07,1.83673469387755E-05,0,1266419,5,27,0,0,0,0,0,18.4,15102,4,0,90,-4,0.1,0,0.4,6,0,9,0,0,9.1,1225918,0,0,0,1,2610,31,0,0,491,Brighton,Arsenal,Bournemouth,,,0,0,0,117.3
Max,Melbourne,DEF,WBA,4000000,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,0,0,0,0,0,0,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0,0,0,0
Benjamin,Mendy,DEF,MCI,6300000,1,18,0.529411764705882,8.40336134453782E-08,2.85714285714286E-06,0,111741,2,1,0,0,0,0,0,2.9,41,-2,0,18,2,0,0,0.3,1,0,2,0,1,0.3,88481,0,0,0,0,313,362,0,0,88,West Ham,Huddersfield,Brighton,Southampton,,0.3,0.6,0.3,22.1
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3930,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,1,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0
Mikel,Merino,MID,NEW,4900000,1,48,1.41176470588235,2.88115246098439E-07,9.79591836734694E-06,0,15661,4,18,0,0,0,1,0,9.8,13,-1,0,48,1,0.1,0,0.3,4,0,3,0,1,0.1,15175,0,0,0,0,1331,5,0,0,266,West Brom,Watford,Tottenham,Chelsea,,1.1,1.4,0.8,74.3
Per,Mertesacker,DEF,ARS,4700000,0,15,0.441176470588235,9.38673341677096E-08,3.19148936170213E-06,0,46146,0,7,0,0,0,1,0,3.2,51,-3,0,15,3,0,0,0,2,0,0,0,0,0.5,31340,0,0,0,1,351,27,0,0,77,Man Utd,Burnley,Leicester,Huddersfield,,0.2,0.4,0.2,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381E-07,4.28571428571429E-06,0,69303,3,16,0,0,0,0,0,4.3,80,-3,0,18,3,0,0,0,0,0,2,0,0,0.4,59619,0,0,0,0,753,12,0,0,125,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,20.9
Simon,Mignolet,GLK,LIV,4700000,0,67,3.5,7.4468085106383E-07,1.42553191489362E-05,0,111552,3,24,0,36,0,0,0,14.3,145,-3,0,67,3,0,0,0,0,0,7,0,0,1.1,66457,0,0,1,0,1710,31,0,0,329,Stoke,Chelsea,Brighton,,,4.5,3.3,4.7,28
Luka,Milivojevic,MID,CRY,5200000,3,137,4.2,8.07692307692308E-07,2.63461538461538E-05,0,292223,7,51,0,0,0,10,0,26.3,8251,2,0,137,-2,1.5,1,7.8,21,0,6,0,2,13.8,1027032,0,0,0,2,2809,17745,0,0,590,Leicester,Stoke,West Brom,,,4.6,4,5.2,160.1
James,Milner,DEF,LIV,6000000,1,74,2.11428571428571,3.52380952380952E-07,1.23333333333333E-05,0,285663,3,24,0,0,0,0,0,12.3,610,-5,0,74,5,0.6,0,3.5,4,0,6,0,3,2.5,61578,0,0,0,1,1646,572,0,0,435,Stoke,Chelsea,Brighton,,,2.2,1.5,2.3,125.1
Tyrone,Mings,DEF,BOU,4200000,0,0,0,0,0,0,17768,1,4,0,0,0,0,0,0,9,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2670,0,0,0,0,135,7,0,0,17,Southampton,Swansea,Burnley,,,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1,1.66666666666667E-07,8.33333333333333E-07,0,118006,1,8,0,0,0,0,0,0.8,23,-5,0,5,5,0,0,0,0,0,0,0,0,0.8,8924,0,0,0,0,135,0,0,0,19,Huddersfield,Southampton,West Ham,,,0,0,0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.61702127659574E-07,2.12765957446809E-06,0,155824,0,0,0,0,0,1,0,2.1,31,-3,0,10,3,0,0,0,0,0,0,0,0,0.6,48943,0,0,0,0,89,3,0,0,37,West Brom,Watford,Tottenham,Chelsea,,0,0,0,16.6
Henrikh,Mkhitaryan,MID,ARS,7700000,0,91,2.67647058823529,3.47593582887701E-07,1.18181818181818E-05,0,2402540,2,13,0,0,0,2,0,11.8,3925,-3,0,91,3,0,0,0.3,8,0,10,0,9,7.2,2243316,0,0,0,3,1367,46,0,0,355,Man Utd,Burnley,Leicester,Huddersfield,,1.3,4.1,1.5,133.5
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,1,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0
Nacho,Monreal,DEF,ARS,5600000,9,128,4.9,8.75E-07,2.28571428571429E-05,0,1411478,3,28,0,0,0,5,0,22.9,5333,1,0,128,-1,0.7,0,4,15,0,10,0,2,8,1535659,0,0,0,3,2193,13044,0,0,596,Man Utd,Burnley,Leicester,Huddersfield,,4,10.5,4.3,123
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,3040,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,0
Aaron,Mooy,MID,HUD,5200000,0,104,3.3,6.34615384615385E-07,2E-05,0,956724,4,48,0,0,0,4,0,20,1157,-3,0,104,3,0.4,0,2,8,0,9,0,3,4.7,1028009,0,0,0,2,2706,538,0,0,519,Everton,Man City,Chelsea,Arsenal,,4.4,3.7,4,181
Alvaro,Morata,FWD,CHE,10400000,0,118,4.2,4.03846153846154E-07,1.13461538461538E-05,0,4004645,7,18,0,0,0,11,0,11.3,2910,4,0,118,-4,0.4,0,3.8,13,0,11,0,6,7.8,3867185,0,0,0,2,1946,1643,0,0,345,Swansea,Liverpool,Huddersfield,Newcastle,,4.1,10.3,4.3,217.2
Alberto,Moreno,DEF,LIV,4300000,0,45,1.28571428571429,2.99003322259136E-07,1.04651162790698E-05,0,399569,1,19,0,0,0,0,0,10.5,170,-2,0,45,2,0,0,0,3,0,5,0,1,1.2,343184,0,0,0,0,1173,169,0,0,300,Stoke,Chelsea,Brighton,,,1,0.6,1.1,55.4
Wes,Morgan,DEF,LEI,4400000,0,58,2.1,4.77272727272727E-07,1.31818181818182E-05,0,267266,4,39,0,0,0,0,0,13.2,1221,-1,0,58,1,0.4,0,1.8,1,0,5,0,0,3,248370,0,0,0,0,2457,667,0,0,342,Crystal Palace,West Ham,Arsenal,Tottenham,,2.5,4.5,1.5,65.9
James,Morrison,MID,WBA,5300000,0,13,0.371428571428571,7.00808625336927E-08,2.45283018867925E-06,0,3230,0,1,0,0,0,1,0,2.5,0,-2,0,13,2,0,0,0,0,0,2,0,0,0,2711,0,0,0,0,205,1,0,0,35,Newcastle,Tottenham,Crystal Palace,,,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6500000,0,115,3.38235294117647,5.20361990950226E-07,1.76923076923077E-05,0,167852,1,17,0,0,0,3,0,17.7,1000,0,0,115,0,0.8,0,5.3,7,0,9,0,5,2.2,220425,0,0,0,4,1841,9178,0,0,427,Swansea,Liverpool,Huddersfield,Newcastle,,3,8.2,2.6,106.8
Steve,Mounie,FWD,HUD,5500000,0,87,3.5,6.36363636363636E-07,1.58181818181818E-05,0,505122,2,29,0,0,0,7,0,15.8,2120,-5,1,87,5,0.6,0,3.3,12,0,6,0,2,1.9,528994,0,0,0,2,1622,519,-1,0,259,Everton,Man City,Chelsea,Arsenal,,4.5,4.9,4.4,111.5
Lys,Mousset,FWD,BOU,4900000,0,32,0.914285714285714,1.86588921282799E-07,6.53061224489796E-06,0,18939,1,13,0,0,0,2,0,6.5,152,-1,0,32,1,0.4,0,1.8,3,0,1,0,0,0.2,21840,0,0,0,1,459,115,0,0,94,Southampton,Swansea,Burnley,,,0.5,0.5,0.5,35.8
Joy,Mukena,DEF,WAT,4000000,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2576,0,0,0,0,0,36,0,0,0,Tottenham,Newcastle,Man Utd,,,0,0,0,0
Erwin,Mulder,GLK,SWA,4000000,0,0,0,0,0,0,3152,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6331,0,0,0,0,0,18,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,0
Marc,Muniesa,DEF,STK,4500000,0,0,0,0,0,0,4604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,1,0,0,0,Liverpool,Crystal Palace,Swansea,,,0,0,0,0
Daryl,Murphy,FWD,NEW,4500000,0,0,0,0,0,0,24991,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0.7,7859,0,0,0,0,0,4,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0,0,0,0
Jacob,Murphy,MID,NEW,5000000,1,42,1.23529411764706,2.47058823529412E-07,8.4E-06,0,13624,0,23,0,0,0,1,0,8.4,9,-5,0,42,5,0.1,0,0.5,2,0,1,0,1,0.1,5436,0,0,0,0,944,7,0,0,143,West Brom,Watford,Tottenham,Chelsea,,0.9,1.2,0.6,45.1
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.19148936170213E-07,1.27659574468085E-06,0,4793,0,4,0,0,0,0,0,1.3,2,-3,0,6,3,0,0,0,0,0,0,0,0,0,1924,0,0,0,0,166,0,0,0,25,Burnley,Man Utd,Man City,Liverpool,,0,0,0,5.1
Glenn,Murray,FWD,BHA,6000000,0,109,3.4,5.66666666666667E-07,1.81666666666667E-05,0,577740,7,35,0,0,0,12,0,18.2,6690,0,0,109,0,0.4,2,2.5,16,0,7,0,0,6.5,907608,0,0,0,2,2038,5159,0,0,319,Burnley,Man Utd,Man City,Liverpool,,2.9,6.5,2.2,147.7
Ahmed,Musa,MID,LEI,6100000,0,0,0,0,0,0,28864,0,0,0,0,0,0,0,0,15,-4,0,0,4,0,0,0,0,0,0,0,0,0.4,4268,0,0,0,0,0,1,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,6,2,4.16666666666667E-07,1.25E-06,0,4550,0,0,0,0,0,0,0,1.3,3,-2,0,6,2,0,0,0,0,0,0,0,1,0,1718,0,0,0,0,35,0,0,0,15,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,5
Shkodran,Mustafi,DEF,ARS,5500000,1,99,4,7.27272727272727E-07,1.8E-05,0,447248,6,28,0,0,0,3,0,18,6938,0,0,99,0,0.5,0,2.8,10,0,9,0,1,4.7,579399,0,0,0,2,2111,1465,0,0,559,Man Utd,Burnley,Leicester,Huddersfield,,2.9,7.8,3.1,109.7
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,1,0,0,0,Leicester,Stoke,West Brom,,,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0285714285714286,7.14285714285714E-09,2.5E-07,0,130592,1,1,0,2,0,0,0,0.3,499,0,0,1,0,0,0,0,0,0,0,0,0,3.2,112499,0,0,0,0,90,48,0,0,7,Newcastle,Tottenham,Crystal Palace,,,0,0,0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,28,0.823529411764706,1.75219023779725E-07,5.95744680851064E-06,0,4885,0,15,0,0,0,1,0,6,9,-3,0,28,3,0.1,0,0.3,3,0,1,0,0,0,2955,0,0,0,1,587,0,0,0,90,Chelsea,Bournemouth,Southampton,Stoke,,0.4,0.8,0.4,40.7
Kyle,Naughton,DEF,SWA,4600000,0,97,3,6.52173913043478E-07,2.10869565217391E-05,0,601285,1,48,0,0,0,0,0,21.1,3835,1,0,97,-1,0.2,0,0.8,11,0,9,0,2,5.5,764467,1,0,0,3,2866,6043,0,0,531,Chelsea,Bournemouth,Southampton,Stoke,,3.3,5.6,3.6,101.3
Wilfred,Ndidi,MID,LEI,4900000,0,77,2.4,4.89795918367347E-07,1.57142857142857E-05,0,61093,6,43,0,0,0,0,0,15.7,69,-1,0,77,1,0.3,0,1.3,4,0,9,0,4,0.4,50375,0,0,0,0,2846,173,0,2,442,Crystal Palace,West Ham,Arsenal,Tottenham,,1.5,4.6,1.2,116.1
Didier,Ndong,MID,WAT,4500000,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,9,0,0,0,Tottenham,Newcastle,Man Utd,,,0,0,0,0
Reiss,Nelson,MID,ARS,4700000,0,3,0.0882352941176471,1.87734668335419E-08,6.38297872340426E-07,0,3330,0,2,0,0,0,0,0,0.6,15,-3,0,3,3,0.1,0,0.5,0,0,0,0,0,0,1698,0,0,0,0,81,8,0,0,16,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,3.3
Julien,Ngoy,FWD,STK,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,57257,0,2,0,0,0,0,0,0.2,133,0,0,1,0,0,0,0,0,0,0,0,0,0.3,75975,0,0,0,0,19,4,0,0,4,Liverpool,Crystal Palace,Swansea,,,0,0,0,0.3
Oumar,Niasse,FWD,EVE,4600000,1,74,2.11428571428571,4.59627329192547E-07,1.60869565217391E-05,0,862438,2,20,0,0,0,7,0,15.7,5894,-4,1,74,4,0.1,0,0.5,13,0,0,0,3,5.2,1112423,0,0,0,3,936,1730,-1,0,211,Huddersfield,Southampton,West Ham,,,1.2,2,1.2,94.2
Edward,Nketiah,FWD,ARS,5000000,0,2,0.0588235294117647,1.17647058823529E-08,4E-07,0,3562,0,0,0,0,0,0,0,0.4,30,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,4238,0,0,0,0,11,24,0,0,8,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,2.3
Georges-Kevin,Nkoudou,MID,BUR,5400000,0,9,0.257142857142857,4.76190476190476E-08,1.66666666666667E-06,0,2498,1,1,0,0,0,0,0,1.7,6,-1,0,9,1,0.1,0,0.8,0,0,1,0,0,0,2156,0,0,0,0,186,0,0,0,17,Brighton,Arsenal,Bournemouth,,,0,0.1,0.1,7.4
Lukas,Nmecha,FWD,MCI,4500000,0,0,0,0,0,0,5505,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9412,0,0,0,0,0,125,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0,0,0,0
Mark,Noble,MID,WHU,5300000,2,68,2.7,5.09433962264151E-07,1.28301886792453E-05,0,27109,5,40,0,0,0,3,0,12.8,102,-2,0,68,2,0.4,0,2,5,0,5,0,0,0.2,22256,0,0,0,0,2040,40,0,0,382,Man City,Leicester,Man Utd,Everton,,1.6,3.9,3.3,81.7
,Nolito,MID,MCI,7000000,0,0,0,0,0,0,1677,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,3,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0,0,0,0
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0,0,0,0,38246,0,0,0,0,0,0,0,0,463,-1,0,0,1,0,0,0,0,0,0,0,0,1.4,51770,0,0,0,0,0,1627,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,0
Oliver,Norwood,MID,BHA,4500000,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,1,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,4700000,1,59,1.68571428571429,3.58662613981763E-07,1.25531914893617E-05,0,185045,5,38,0,0,0,0,0,12.6,64,-3,0,59,3,0.5,0,2.3,6,0,5,0,1,1.1,176490,0,0,0,0,2036,24,0,0,355,Newcastle,Tottenham,Crystal Palace,,,0.8,1.4,1.7,68.3
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0,0,0,0,2052,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,0,0,0,0,0,8,0,0,0,Watford,West Brom,Newcastle,Leicester,,0,0,0,0
Michael,Obafemi,FWD,SOU,4500000,0,1,0.0294117647058824,6.5359477124183E-09,2.22222222222222E-07,0,46023,0,0,0,0,0,0,0,0.2,565,0,0,1,0,0,0,0,0,0,0,0,0,0.7,84951,0,0,0,0,8,265,0,0,-1,Bournemouth,Everton,Swansea,Man City,,0,0,0,0.3
Pedro,Obiang,MID,WHU,4200000,0,53,2.6,6.19047619047619E-07,1.26190476190476E-05,0,240564,3,29,0,0,0,2,0,12.6,242,-3,0,53,3,0,0,0,6,0,5,0,0,0.7,226555,0,0,0,1,1558,119,0,0,267,Man City,Leicester,Man Utd,Everton,,0,0,0,60
Angelo,Ogbonna,DEF,WHU,4200000,0,63,2.3,5.47619047619048E-07,1.5E-05,0,358369,3,55,0,0,0,1,0,15,3129,-3,0,63,3,0.6,0,2.5,4,0,5,0,0,3.2,488694,0,0,0,1,2520,1305,0,0,450,Man City,Leicester,Man Utd,Everton,,1.9,3.5,2,81.3
Stefano,Okaka,FWD,WAT,5300000,2,24,0.685714285714286,1.29380053908356E-07,4.52830188679245E-06,0,65942,2,9,0,0,0,1,0,4.5,46,-2,0,24,2,0.1,0,0.5,1,0,2,0,1,0.3,50865,0,0,0,0,442,45,0,0,52,Tottenham,Newcastle,Man Utd,,,0.3,0.3,0.3,29.8
Shinji,Okazaki,FWD,LEI,5300000,0,76,2.8,5.28301886792453E-07,1.43396226415094E-05,0,799256,2,19,0,0,0,6,0,14.3,1657,-2,0,76,2,0.3,0,1.5,7,0,5,0,3,3.1,801931,0,0,0,1,1314,41,0,0,275,Crystal Palace,West Ham,Arsenal,Tottenham,,0,6.1,2,107.9
Martin,Olsson,DEF,SWA,5000000,-1,79,2.5,5E-07,1.58E-05,0,27943,6,46,0,0,0,0,0,15.8,92,0,0,79,0,0.2,0,1,0,0,9,0,1,0.3,23202,0,0,0,0,2828,109,0,0,415,Chelsea,Bournemouth,Southampton,Stoke,,2.6,4.2,2.8,66.2
Aiden,O'Neill,MID,BUR,4500000,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,3,0,0,0,Brighton,Arsenal,Bournemouth,,,0,0,0,0
Divock,Origi,FWD,LIV,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,22030,0,1,0,0,0,0,0,0.1,7,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1165,0,0,0,0,9,3,0,0,3,Stoke,Chelsea,Brighton,,,0,0,0,0
,Oriol Romeu,MID,SOU,4200000,0,61,2,4.76190476190476E-07,1.45238095238095E-05,0,296431,9,44,0,0,0,1,0,14.5,861,-3,0,61,3,0.4,0,1.5,0,0,7,0,0,2.2,185081,0,0,0,0,2537,2473,0,0,422,Bournemouth,Everton,Swansea,Man City,,1.6,2.7,1,99.7
David,Ospina,GLK,ARS,4800000,3,10,0.294117647058824,6.12745098039216E-08,2.08333333333333E-06,0,9690,0,1,0,6,0,0,0,2.1,31,-2,0,10,2,0.5,0,2.3,0,0,1,0,0,0.2,3076,0,0,0,0,200,101,0,0,48,Man Utd,Burnley,Leicester,Huddersfield,,0.1,0.2,0.1,4.5
Nicolas,Otamendi,DEF,MCI,6400000,0,146,4.6,7.1875E-07,2.28125E-05,0,1663873,8,24,0,0,0,4,0,22.8,23216,9,-1,146,-9,0.2,0,1,18,0,14,0,0,26.7,2755834,1,0,0,4,2786,6879,1,0,695,West Ham,Huddersfield,Brighton,Southampton,,5.7,12.6,5.7,136.2
Reece,Oxford,DEF,WHU,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,12,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,2,Man City,Leicester,Man Utd,Everton,,0,0,0,0.3
Mesut,Ozil,MID,ARS,9300000,0,112,4.3,4.62365591397849E-07,1.20430107526882E-05,0,376652,4,36,0,0,0,4,0,12,7717,-2,0,112,2,0.2,0,1.8,11,0,8,0,9,2.6,356370,0,0,0,2,2161,247,0,0,506,Man Utd,Burnley,Leicester,Huddersfield,,0,8.5,3.4,248.6
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,6064,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.1,13166,0,0,0,0,0,26,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0,0,0,0
Kasey,Palmer,MID,CHE,5300000,0,4,1,1.88679245283019E-07,7.54716981132075E-07,0,4775,2,2,0,0,0,0,0,0.8,1,-2,0,4,2,0,0,0,0,0,1,0,0,0,1100,0,0,0,0,168,0,0,0,9,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0,0,0,0,5295,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,297,0,0,0,0,0,1,0,0,0,Tottenham,Newcastle,Man Utd,,,0,0,0,0
Josh,Pask,DEF,WHU,4000000,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,0,0,0,0,99,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Jack,Payne,MID,HUD,4500000,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,1,0,0,0,Everton,Man City,Chelsea,Arsenal,,0,0,0,0
,Pedro,MID,CHE,7700000,0,77,2.26470588235294,2.94117647058824E-07,1E-05,0,321902,1,13,0,0,0,4,0,10,75,-3,0,77,3,0.1,0,1,2,0,8,0,2,1,211324,0,0,0,1,1435,98,0,0,261,Swansea,Liverpool,Huddersfield,Newcastle,,1.5,3.8,1.5,121.2
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,5179,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1495,0,0,0,0,0,1,0,0,0,Huddersfield,Southampton,West Ham,,,0,0,0,0
Andreas,Pereira,MID,MUN,4900000,0,0,0,0,0,0,3942,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,1,0,0,0,Arsenal,Brighton,West Ham,Watford,,0,0,0,0
