"Surname"	"gw_1"	"ge_2"	"ge_3"
"395"	"Ritchie"	4.38734370285899	5.38734370285899	6.38734370285899
"396"	"Robertson"	1.43351261545565	2.43351261545565	3.43351261545565
"397"	"Robinson"	0.648976879720956	1.64897687972096	2.64897687972096
"398"	"Robles"	0.654294656931344	1.65429465693134	2.65429465693134
"399"	"Robson-Kanu"	0.949220980877013	1.94922098087701	2.94922098087701
"400"	"Rodriguez"	1.83921962306321	2.83921962306321	3.83921962306321
"401"	"Rojo"	0.651159268840731	1.65115926884073	2.65115926884073
"402"	"Romero"	0.655507095331218	1.65550709533122	2.65550709533122
"403"	"Rondon"	0.801363912237997	1.801363912238	2.801363912238
"404"	"Rooney"	2.40922388978266	3.40922388978266	4.40922388978266
"405"	"Rose"	0.701228582898687	1.70122858289869	2.70122858289869
"406"	"Rosenior"	1.18422862886612	2.18422862886612	3.18422862886612
"407"	"Routledge"	0.653939401285912	1.65393940128591	2.65393940128591
"408"	"Rudiger"	2.19724590656316	3.19724590656316	4.19724590656316
"409"	"Ryan"	1.47458441683877	2.47458441683878	3.47458441683878
"410"	"Sakho"	1.22515422292348	2.22515422292348	3.22515422292348
"411"	"Sakho"	0.652726962886037	1.65272696288604	2.65272696288604
"412"	"Sako"	0.977404491018953	1.97740449101895	2.97740449101895
"413"	"Salah"	4.02329774828306	5.02329774828306	6.02329774828306
"414"	"Sanchez"	1.30461648068105	2.30461648068105	3.30461648068105
"415"	"Sandro"	1.24063953094376	2.24063953094376	3.24063953094376
"416"	"Sane"	4.37503667676661	5.37503667676661	6.37503667676661
"417"	"Scannell"	0.648976879720956	1.64897687972096	2.64897687972096
"418"	"Schindler"	1.4604296487145	2.4604296487145	3.4604296487145
"419"	"Schlupp"	1.79164901067607	2.79164901067607	3.79164901067607
"420"	"Schmeichel"	1.94820358865631	2.94820358865631	3.94820358865631
"421"	"Schneiderlin"	1.80881478070711	2.80881478070711	3.80881478070711
"422"	"Scott"	0.648976879720956	1.64897687972096	2.64897687972096
"423"	"Shaqiri"	4.39312850691126	5.39312850691126	6.39312850691126
"424"	"Shaw"	0.652726962886037	1.65272696288604	2.65272696288604
"425"	"Shawcross"	0.613704353737736	1.61370435373774	2.61370435373774
"426"	"Shelvey"	0.880586865551617	1.88058686555162	2.88058686555162
"427"	"Sheyi Ojo"	0.65018931812083	1.65018931812083	2.65018931812083
"428"	"Sidwell"	0.500522246150353	1.50052224615035	2.50052224615035
"429"	"Sigurdsson"	1.92312552352766	2.92312552352766	3.92312552352766
"430"	"Simpson"	1.79320508650299	2.79320508650299	3.79320508650299
"431"	"Sims"	0.651514524486163	1.65151452448616	2.65151452448616
"432"	"Sinclair"	0.652969450566012	1.65296945056601	2.65296945056601
"433"	"Sissoko"	2.36407627071352	3.36407627071352	4.36407627071352
"434"	"Skalak"	0.495931931979891	1.49593193197989	2.49593193197989
"435"	"Slimani"	1.23108669520834	2.23108669520834	3.23108669520834
"436"	"Smalling"	0.718022145535235	1.71802214553524	2.71802214553523
"437"	"Smith"	1.55973984243725	2.55973984243725	3.55973984243725
"438"	"Snodgrass"	0.761318756302954	1.76131875630295	2.76131875630295
"439"	"Sobhi"	0.840070387229077	1.84007038722908	2.84007038722908
"440"	"Solanke"	1.31002310065441	2.31002310065441	3.31002310065441
"441"	"Son"	1.87184888816302	2.87184888816302	3.87184888816302
"442"	"Souare"	0.648976879720956	1.64897687972096	2.64897687972096
"443"	"Speroni"	0.706147222669891	1.70614722266989	2.70614722266989
"444"	"Stanislas"	0.655151839685786	1.65515183968579	2.65515183968579
"445"	"Stankovic"	0.650544573766263	1.65054457376626	2.65054457376626
"446"	"Stekelenburg"	0.662635054266888	1.66263505426689	2.66263505426689
"447"	"Stephens"	1.80204207741687	2.80204207741687	3.80204207741687
"448"	"Stephens"	0.877062139923629	1.87706213992363	2.87706213992363
"449"	"Sterling"	3.31430460529819	4.31430460529819	5.31430460529819
"450"	"Steve Cook"	0.904582033601079	1.90458203360108	2.90458203360108
"451"	"Stones"	3.78111781093085	4.78111781093085	5.78111781093085
"452"	"Sturridge"	1.28975602442469	2.28975602442469	3.28975602442469
"453"	"Success"	0.497144370379766	1.49714437037977	2.49714437037977
"454"	"Surman"	3.51623023835925	4.51623023835925	5.51623023835925
"455"	"Suttner"	1.32056951837781	2.32056951837781	3.32056951837781
"456"	"Tadic"	2.22952395822267	3.22952395822267	4.22952395822267
"457"	"Targett"	0.497499626025198	1.4974996260252	2.4974996260252
"458"	"Tarkowski"	2.6724714990829	3.6724714990829	4.6724714990829
"459"	"Taylor"	0.50027975847038	1.50027975847038	2.50027975847038
"460"	"Taylor"	0.61680079873396	1.61680079873396	2.61680079873396
"461"	"Tomkins"	0.710279491525097	1.7102794915251	2.7102794915251
"462"	"Tomori"	0.648976879720956	1.64897687972096	2.64897687972096
"463"	"Townsend"	1.90882368910851	2.90882368910851	3.90882368910851
"464"	"Trippier"	4.9438781904269	5.9438781904269	6.9438781904269
"465"	"Tuanzebe"	0.692004072764009	1.69200407276401	2.69200407276401
"466"	"Tymon"	0.648976879720956	1.64897687972096	2.64897687972096
"467"	"Ulloa"	0.655507095331218	1.65550709533122	2.65550709533122
"468"	"Valencia"	5.32098177424265	6.32098177424265	7.32098177424265
"469"	"Valencia"	0.65018931812083	1.65018931812083	2.65018931812083
"470"	"van Aanholt"	0.752047351341901	1.7520473513419	2.7520473513419
"471"	"van der Hoorn"	2.28904531505663	3.28904531505663	4.28904531505663
"472"	"van Dijk"	1.01475865120619	2.01475865120619	3.01475865120619
"473"	"van La Parra"	1.46165370533277	2.46165370533277	3.46165370533277
"474"	"Vardy"	5.92230453679505	6.92230453679505	7.92230453679505
"475"	"Vertonghen"	4.57233162026501	5.57233162026501	6.57233162026501
"476"	"Vokes"	1.74372335908098	2.74372335908098	3.74372335908098
"477"	"Vorm"	0.652726962886037	1.65272696288604	2.65272696288604
"478"	"Wague"	0.648976879720956	1.64897687972096	2.64897687972096
"479"	"Walcott"	0.761933451377423	1.76193345137742	2.76193345137742
"480"	"Walker"	6.01018622400864	7.01018622400864	8.01018622400864
"481"	"Walker-Peters"	0.612249427657887	1.61224942765789	2.61224942765789
"482"	"Walters"	0.544788807637976	1.54478880763798	2.54478880763798
"483"	"Wanyama"	0.705931665034609	1.70593166503461	2.70593166503461
"484"	"Ward-Prowse"	1.17730624107969	2.17730624107969	3.17730624107969
"485"	"Watson"	0.497742113705172	1.49774211370517	2.49774211370517
"486"	"Welbeck"	5.5496352491815	6.5496352491815	7.5496352491815
"487"	"Wells"	0.649946830440856	1.64994683044086	2.64994683044086
"488"	"Westwood"	1.21994921367855	2.21994921367855	3.21994921367855
"489"	"Whelan"	0.648976879720956	1.64897687972096	2.64897687972096
"490"	"Whitehead"	0.651514524486163	1.65151452448616	2.65151452448616
"491"	"Wickham"	0.497386858059741	1.49738685805974	2.49738685805974
"492"	"Wijnaldum"	1.13897033356034	2.13897033356034	3.13897033356034
"493"	"Williams"	0.583782668425005	1.58378266842501	2.58378266842501
"494"	"Williams"	1.30764228404223	2.30764228404223	3.30764228404223
"495"	"Willian"	3.01720345846451	4.01720345846451	5.01720345846451
"496"	"Wilshere"	0.611855228918066	1.61185522891807	2.61185522891807
"497"	"Wilson"	0.698189011024472	1.69818901102447	2.69818901102447
"498"	"Wimmer"	0.903369595201205	1.9033695952012	2.9033695952012
"499"	"Winks"	0.739446605359389	1.73944660535939	2.73944660535939
"500"	"Woodburn"	0.61777074945386	1.61777074945386	2.61777074945386
"501"	"Xhaka"	3.05431144555428	4.05431144555428	5.05431144555428
"502"	"Yacob"	0.6573172770565	1.6573172770565	2.6573172770565
"503"	"Yaya Toure"	0.569212256319199	1.5692122563192	2.5692122563192
"504"	"Yedlin"	1.26990593816487	2.26990593816487	3.26990593816487
"505"	"Yoshida"	3.33657378142996	4.33657378142996	5.33657378142996
"506"	"Young"	1.63231981217515	2.63231981217515	3.63231981217515
"507"	"Zabaleta"	3.92439271718804	4.92439271718804	5.92439271718804
"508"	"Zaha"	0.984902839032537	1.98490283903254	2.98490283903254
"509"	"Zanka"	1.85449608008874	2.85449608008874	3.85449608008874
"510"	"Zarate"	0.651159268840731	1.65115926884073	2.65115926884073
"511"	"Zouma"	1.4629942235244	2.4629942235244	3.4629942235244
