FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jordon,Ibe,MID,BOU,4900000,2,26,2.2,4.48979591836735E-07,5.30612244897959E-06,0,33684,1,5,0,0,0,0,0,5.3,1042,-1,0,26,1,0.6,0,3,0,0,2,0,3,0.4,29409,0,0,0,0,642,480,0,0,92,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,1.6,1.6,1.3,1.1,1.7,1.1,2.1,2.4,1.2,2.2,1.5,1.5,1.6,1.4,2.1,1.5,1.5,1.9,1.6,2.2,1.1,1.7,1.5,2,1.5,42.8
Vicente,Iborra,MID,LEI,5800000,2,21,1.61538461538462,2.78514588859416E-07,3.62068965517241E-06,0,7826,0,6,0,0,0,1,0,3.6,276,-2,0,21,2,0.7,0,4.3,2,0,1,0,0,0.1,2532,0,0,0,0,552,205,0,0,121,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0.9,1,0.9,0.9,1.4,1.1,0.9,0.8,1.4,0.9,0.8,1.1,1.3,0.8,1,1.2,0.8,1.4,0.8,1.3,0.9,1,0.8,1.3,0.8,26.6
Zlatan,Ibrahimovic,FWD,MUN,10000000,1,2,0.153846153846154,1.53846153846154E-08,2E-07,0,11339,0,0,0,0,0,0,0,0.2,4517,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.4,25967,0,0,0,0,41,4778,0,0,5,Watford,Arsenal,Man City,Bournemouth,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
Kelechi,Iheanacho,FWD,LEI,6600000,0,10,0.769230769230769,1.16550116550117E-07,1.51515151515152E-06,0,130204,1,5,0,0,0,0,0,1.5,996,-4,0,10,4,0.1,0,0.7,0,0,0,0,0,0.7,11917,0,0,0,0,254,258,0,0,25,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.1
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,7804,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0.1,950,0,0,0,0,0,1,0,0,0,Liverpool,Swansea,Tottenham,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Ince,MID,HUD,5600000,2,34,2.6,4.64285714285714E-07,6.07142857142857E-06,0,77517,0,18,0,0,0,0,0,6,1512,-4,1,34,4,0.4,0,2.3,0,0,5,0,1,0.5,26245,0,0,0,0,1161,201,-1,0,120,Arsenal,Everton,Brighton,Chelsea,Watford,1.3,2,2.3,2,1.7,1.6,2.4,2.4,1.6,3,1.4,2.5,1.3,2.8,1.5,1.3,2.9,3.1,1.7,1.3,1.8,1.6,3.3,1.3,3.1,59.6
Danny,Ings,FWD,LIV,5400000,0,0,0,0,0,0,4339,0,0,0,0,0,0,0,0,107,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2205,0,0,0,0,0,102,0,0,0,Stoke,Brighton,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Iwobi,MID,ARS,5100000,3,21,1.61538461538462,3.16742081447964E-07,4.11764705882353E-06,0,158067,0,5,0,0,0,1,0,4.1,2535,-4,0,21,4,0.4,0,2,1,0,3,0,0,0.6,44335,0,0,0,0,399,787,0,0,95,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0.8,0.8,1.5,1.3,0.8,0.8,1,0.8,1.6,0.8,1.8,0.8,0.8,0.8,0.9,0.8,1.2,1.2,0.8,1.6,0.8,1.2,0.8,37
,Izquierdo,MID,BHA,5900000,1,27,2.07692307692308,3.52020860495437E-07,4.57627118644068E-06,0,3058,0,6,0,0,0,2,0,4.6,240,-1,0,27,1,0.7,0,4,1,0,2,0,0,0.1,5107,0,0,0,0,423,408,0,0,84,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,2.1,1.6,1.2,1.1,1.5,1.1,1.3,1.3,1.9,1.2,1.3,1.3,2,1.1,1.9,2.1,1.6,1,1.7,2.1,1.1,1.4,1.3,1.7,1,28
Phil,Jagielka,DEF,EVE,4800000,0,15,1.5,3.125E-07,3.125E-06,0,297645,0,23,0,0,0,0,0,3.1,6210,-2,0,15,2,0.1,0,0.7,1,0,1,0,0,2.9,85524,0,0,0,0,892,744,0,0,163,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,1.5,1.6,0.8,0.8,0.9,0.9,0.9,0.8,1.2,0.8,1.4,0.9,0.8,2.2,1.2,0.9,1.4,0.8,0.8,1.4,0.8,1.2,0.8,1,0.8,27.4
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0,0,0,0,7461,0,0,0,0,0,0,0,0,136,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,700,0,0,0,0,0,24,0,0,0,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,0,8,0.615384615384615,1.3986013986014E-07,1.81818181818182E-06,0,23231,1,6,0,0,0,0,0,1.8,328,-1,0,8,1,0,0,0,0,0,1,0,0,0.2,16478,0,0,0,0,338,16,0,0,35,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.3
Daryl,Janmaat,DEF,WAT,4800000,0,7,0.538461538461538,1.12179487179487E-07,1.45833333333333E-06,0,13729,0,6,0,0,0,1,0,1.4,376,-2,1,7,2,0,0,0,0,0,0,0,0,0.1,4834,0,0,0,0,135,88,-1,0,34,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,9.4
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,8610,0,0,0,0,0,0,0,0.1,29,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,914,0,0,0,0,1,4,0,0,2,Leicester,Watford,Stoke,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,12439,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0.2,700,0,0,0,0,0,1,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jese,MID,STK,5500000,1,25,1.92307692307692,3.4965034965035E-07,4.54545454545455E-06,0,528190,0,12,0,0,0,1,0,4.5,10225,-5,1,25,5,0.1,0,0.3,2,0,1,0,1,3.1,576751,0,0,0,1,466,257,-1,0,72,Liverpool,Swansea,Tottenham,Burnley,West Ham,1.4,1.6,1,1.2,1.7,1.6,1.1,1.2,1.7,1,1.8,1,1.3,1.3,1.1,1.2,1,2,1,1.2,1.1,1.3,1,1.8,1.6,33.5
,Jesus,FWD,MCI,10400000,4,66,5.5,5.28846153846154E-07,6.34615384615385E-06,0,1438174,2,6,0,0,0,8,0,6.3,77828,-1,1,66,1,0.5,0,5.7,11,0,4,0,2,15,1586329,0,0,0,2,698,38614,-1,0,239,Southampton,West Ham,Man Utd,Swansea,Tottenham,6.5,7.8,4.8,6.7,6,6.9,6.6,6.6,5.8,5.6,7.5,7.7,6.3,7.2,4.6,5.2,7.2,7.4,6.9,7.2,5.7,6.2,6.6,7.7,6.8,101.4
,Joel Pereira,GLK,MUN,3900000,0,0,0,0,0,0,61079,0,0,0,0,0,0,0,0,2972,-1,0,0,1,0,0,0,0,0,0,0,0,3.2,149456,0,0,0,0,0,12701,0,0,0,Watford,Arsenal,Man City,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,1,0.0769230769230769,1.87617260787993E-08,2.4390243902439E-07,0,27892,0,6,0,0,0,0,0,0.2,516,-4,1,1,4,0,0,0,0,0,0,0,0,0.3,5331,0,0,0,0,149,84,-1,0,23,Liverpool,Swansea,Tottenham,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Phil,Jones,DEF,MUN,5400000,0,59,5.4,1E-06,1.09259259259259E-05,0,760679,1,3,0,0,0,0,0,10.9,86069,4,1,59,-4,0.1,0,0.3,8,0,8,0,0,8.5,1098268,0,0,0,1,893,2654,-1,0,265,Watford,Arsenal,Man City,Bournemouth,West Brom,0,3.9,6.3,7.5,5.4,4.3,7.6,7.5,3.9,7.9,5.5,5.2,8.1,4.8,7.1,5,8.1,5.2,7,4,8.1,4.9,8.1,5.5,7.5,22.5
,Joselu,FWD,NEW,5500000,2,32,2.7,4.90909090909091E-07,5.81818181818182E-06,0,97599,2,12,0,0,0,2,0,5.8,5366,0,0,32,0,0.4,0,2,3,0,4,0,0,0.9,123576,0,0,0,0,852,3389,0,0,97,West Brom,Chelsea,Leicester,Everton,Arsenal,2.3,1.8,2.8,3.6,1.4,2.1,2.3,2.9,2.6,2.3,1.9,2.3,2.5,2.8,2.1,1.6,2.5,1.7,3.1,2.1,2.9,2.6,3.2,2.4,1.8,71.8
Christian,Kabasele,DEF,WAT,4500000,6,37,3.1,6.88888888888889E-07,8.22222222222222E-06,0,7240,1,17,0,0,0,1,0,8.2,1521,0,0,37,0,1.4,0,6.3,0,0,4,0,0,0.4,22358,0,0,0,0,986,3890,0,0,195,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,2.8,2.7,3.5,4,3.6,3.6,2.3,2.2,2.6,2.5,2.8,3.3,2.3,3.4,2.3,3.2,2.6,2.9,2.5,2.6,3.4,4.3,3.3,2.8,2.2,37.3
Younes,Kaboul,DEF,WAT,4300000,0,7,0.538461538461538,1.25223613595707E-07,1.62790697674419E-06,0,20645,0,3,0,0,0,0,0,1.6,262,-2,0,7,2,0,0,0,0,0,1,0,0,0.2,3259,0,0,0,0,151,13,0,0,35,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,5
Elias,Kachunga,MID,HUD,5800000,0,29,2.4,4.13793103448276E-07,5E-06,0,22627,1,13,0,0,0,0,0,5,451,-2,1,29,2,0.3,0,1.7,0,0,5,0,1,0.2,13244,0,0,0,0,877,56,-1,0,86,Arsenal,Everton,Brighton,Chelsea,Watford,1.2,1.7,2.1,1.8,1.4,1.4,2.1,2.1,1.4,2.7,1.2,2.2,1.2,2.5,1.3,1.2,2.5,2.7,1.5,1.2,1.6,1.4,3,1.2,2.7,33
Sullay,Kaikai,MID,CRY,4400000,0,1,0.0769230769230769,1.74825174825175E-08,2.27272727272727E-07,0,10072,0,0,0,0,0,0,0,0.2,183,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,12700,0,0,0,0,13,25,0,0,5,Brighton,West Brom,Bournemouth,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12800000,8,74,6.2,4.84375E-07,5.78125E-06,0,1951552,3,9,0,0,0,9,0,5.8,56386,3,0,74,-3,0.3,0,3.7,14,0,6,0,1,38,2210837,0,0,0,4,1029,49179,0,0,247,Leicester,Watford,Stoke,Brighton,Man City,7.8,8.3,8.7,8.8,7.3,7.2,7.9,9.1,7.7,9,7.8,8.6,6.5,8.8,7.2,9.1,7.6,8.9,6.9,7.9,7.6,7.7,7.2,7.7,8.6,145.2
N'Golo,Kante,MID,CHE,4900000,2,32,3.2,6.53061224489796E-07,6.53061224489796E-06,0,858043,1,7,0,0,0,1,0,6.5,14188,-1,0,32,1,0.6,0,2.7,3,0,5,0,0,11.9,515108,0,0,0,0,886,10987,0,0,215,Swansea,Newcastle,West Ham,Huddersfield,Southampton,3.2,3.2,3,2.8,2.5,3.6,2.5,2.6,2.3,2.9,2.5,3.1,3.1,3,1.9,2,3.4,3.1,2.4,3.3,3.1,3.4,3.9,2.7,3.2,48.7
Loris,Karius,GLK,LIV,4800000,0,6,0.461538461538462,9.61538461538462E-08,1.25E-06,0,5367,0,0,0,0,0,0,0,1.3,101,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,2045,0,0,0,0,90,31,0,0,23,Stoke,Brighton,Everton,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Orestis,Karnezis,GLK,WAT,4500000,0,0,0,0,0,0,315,0,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,31,20,0,0,4,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Beram,Kayal,MID,BHA,4400000,0,0,0,0,0,0,4572,0,0,0,0,0,0,0,0,94,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1830,0,0,0,0,0,55,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Keane,DEF,EVE,5300000,1,18,1.6,3.0188679245283E-07,3.39622641509434E-06,0,484861,1,24,0,0,0,0,0,3.4,14566,-2,0,18,2,0.1,0,0.7,2,0,1,0,0,5.4,123986,0,0,0,0,974,155,0,0,179,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0,0,0.8,0.8,1,1,1,0.8,1.3,0.9,1.5,1,0.8,2.4,1.3,1,1.5,0.9,0.8,1.5,0.9,1.3,0.9,1.1,0.9,31.1
Martin,Kelly,DEF,CRY,4200000,0,0,0,0,0,0,9631,0,2,0,0,0,0,0,0,269,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2060,0,0,0,0,49,134,0,0,5,Brighton,West Brom,Bournemouth,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,Kenedy,MID,CHE,4800000,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,80,-2,0,0,2,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,8,0,0,0,Swansea,Newcastle,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4300000,0,4,0.307692307692308,7.15563506261181E-08,9.30232558139535E-07,0,6456,0,15,0,0,0,0,0,0.9,569,-2,0,4,2,0.2,0,0.7,0,0,0,0,0,0.2,7386,0,0,0,0,464,772,0,0,86,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.1
,Ki Sung-yueng,MID,SWA,4900000,2,9,0.692307692307692,1.41287284144427E-07,1.83673469387755E-06,0,865,1,4,0,0,0,0,0,1.8,75,-1,0,9,1,0.3,0,1.7,0,0,1,0,0,0,957,0,0,0,0,352,36,0,0,50,Chelsea,Stoke,West Brom,Man City,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.3
,Kiko Femenia,DEF,WAT,4500000,8,49,4.1,9.11111111111111E-07,1.08888888888889E-05,0,174382,2,15,0,0,0,0,0,10.9,7217,0,0,49,0,1.2,0,5.3,9,0,5,0,1,5.2,408131,0,0,0,1,1028,30331,0,0,257,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,4.3,4.2,5.2,5.4,5.4,5.3,3.6,3.5,4,3.9,4.2,5,3.6,5.1,3.6,4.8,4,4.4,3.9,4,5.1,5.7,5,4.2,3.5,39.7
Andy,King,MID,LEI,4300000,0,14,1.07692307692308,2.50447227191413E-07,3.25581395348837E-06,0,160006,0,8,0,0,0,0,0,3.3,12440,-2,0,14,2,0.1,0,0.3,1,0,0,0,1,3.2,262531,0,0,0,0,347,12519,0,0,53,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.7,0.5,10.9
Joshua,King,FWD,BOU,7000000,1,29,2.6,3.71428571428571E-07,4.14285714285714E-06,0,279853,1,11,0,0,0,1,0,4.1,2826,-5,0,29,5,0.4,0,2.7,1,0,4,0,1,1.5,63359,0,0,0,0,973,6555,0,0,114,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,2,2.2,2.5,1.3,2.7,1.9,2.9,3.3,2.1,2.6,2.1,1.8,3,1.8,2.7,2.1,2,2.9,2.4,3.5,1.6,2.5,2.2,2.1,1.9,71.6
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5529,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,West Brom,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,7000000,0,4,0.307692307692308,4.3956043956044E-08,5.71428571428571E-07,0,79846,0,4,0,0,0,0,0,0.6,268,-5,0,4,5,0,0,0,0,0,0,0,0,0.3,4685,0,0,0,0,187,44,0,0,10,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
Ragnar,Klavan,DEF,LIV,4300000,2,25,3.6,8.37209302325581E-07,5.81395348837209E-06,0,30321,0,8,0,0,0,0,0,5.8,2284,-2,0,25,2,0.8,0,3.3,1,0,3,0,0,1.1,61166,0,0,0,0,630,13871,0,0,149,Stoke,Brighton,Everton,West Brom,Bournemouth,3,3.3,4,5,2.7,2.1,3.9,4,3.2,3.4,2.9,3.1,4.5,3.1,5.2,4.5,1.8,4.4,3.5,2.1,4.3,3.2,4.6,3.2,5,16.7
Anthony,Knockaert,MID,BHA,5700000,2,38,2.9,5.08771929824561E-07,6.66666666666667E-06,0,88839,2,8,0,0,0,1,0,6.7,2542,-3,0,38,3,0.8,0,4.3,5,0,4,0,1,0.9,38559,0,0,0,0,907,2753,0,0,169,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,3.4,2.7,2.1,1.9,2.6,2,2.2,2.3,3.1,2.2,2.2,2.3,3.3,2,3.1,3.4,2.7,1.4,2.9,3.4,2,2.4,2.3,2.8,1.4,57.9
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,2,0,0,0,Southampton,West Ham,Man Utd,Swansea,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,6100000,6,64,5.3,8.68852459016393E-07,1.04918032786885E-05,0,476187,1,12,0,0,0,1,0,10.5,8139,1,-1,64,-1,0.7,0,4.3,6,0,6,0,3,13.4,544256,0,0,0,1,1042,62815,1,0,273,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,8,7.8,5,4.9,7.8,8,4.7,5,7,4.5,8,4.7,7.1,4.8,6.2,5.1,7.4,3.9,7.8,7.4,4.4,8,3.1,7.5,4.7,61.8
Vincent,Kompany,DEF,MCI,5800000,2,15,3,5.17241379310345E-07,2.58620689655172E-06,0,230778,3,3,0,0,0,0,0,2.6,1362,-2,0,15,2,0.4,0,2.3,0,0,2,0,0,2.3,59881,0,0,0,0,439,5486,0,0,93,Southampton,West Ham,Man Utd,Swansea,Tottenham,2.8,3.7,1.8,2.8,3,2.8,2.6,3.6,2.9,2.4,3.1,3.5,3,2.6,2.1,2.6,2.9,3.5,2.1,3.1,2.8,2.5,3,3.9,2.9,18.7
Laurent,Koscielny,DEF,ARS,6000000,9,40,4,6.66666666666667E-07,6.66666666666667E-06,0,38486,2,11,0,0,0,0,0,6.7,954,0,0,40,0,0.9,0,5.7,6,0,5,0,0,1.1,41133,0,0,0,1,894,6525,0,0,233,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,6,5.4,3.2,3.2,5.4,5.9,3.5,3.3,4.8,2.9,6,3,4.8,3.1,4.1,3.4,5.2,2.4,5.4,5.1,2.8,6,2,5.2,3.2,37.3
Cheikhou,Kouyate,MID,WHU,5000000,8,34,3.1,6.2E-07,6.8E-06,0,34107,1,16,0,0,0,2,0,6.8,1179,0,0,34,0,0.8,0,4,2,0,3,0,0,0.5,55748,0,0,0,0,874,4404,0,0,137,Everton,Man City,Chelsea,Arsenal,Stoke,2.8,1.6,2.6,3.8,2.1,3.7,2.6,1.9,3.5,2.1,3.5,3.8,1.8,2.3,1.6,3.1,3,3.2,3,2.3,3.1,1.6,2,2.2,4.1,30.8
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,16912,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0.9,52585,0,0,0,0,0,625,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,5000000,0,25,2.8,5.6E-07,5E-06,0,17940,1,16,0,0,0,0,0,5,1981,0,0,25,0,0.1,0,0.7,3,0,1,0,2,0.3,29681,0,0,0,0,723,76,0,0,126,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,3.1,3.2,2.8,1.4,2.7,1.9,3.5,3.2,2,2.4,2.5,1.4,2.4,2.1,3.3,2.1,2.7,2.3,2.5,3,1.4,2.6,2.2,2.3,1.9,20.9
Alexandre,Lacazette,FWD,ARS,10300000,2,53,4.1,3.98058252427184E-07,5.14563106796117E-06,0,1130653,1,8,0,0,0,6,0,5.1,25257,-2,0,53,2,0.4,0,3.7,3,0,7,0,1,10.3,792174,0,0,0,1,894,20991,0,0,225,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,5.9,5.5,3.1,3,5.7,5.8,3.6,3.4,4.1,3.1,6.1,3.1,6.1,2.4,4.8,3.1,4.6,3.1,6.1,5.1,3.1,6,2,4.7,2.6,87.1
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,82072,0,1,0,0,0,0,0,0.2,2715,0,0,1,0,0,0,0,0,0,0,0,0,1.7,153115,0,0,0,0,16,2902,0,0,3,Brighton,West Brom,Bournemouth,Watford,Leicester,0.5,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.7,0.5,0.6,0.5,0.8,0.2
Adam,Lallana,MID,LIV,7300000,1,1,0.0769230769230769,1.05374077976818E-08,1.36986301369863E-07,0,32706,0,0,0,0,0,0,0,0.1,226,-2,0,1,2,0,0,0.3,0,0,0,0,0,0.3,3083,0,0,0,0,1,785,0,0,2,Stoke,Brighton,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Erik,Lamela,MID,TOT,6300000,0,0,0,0,0,0,3054,0,0,0,0,0,0,0,0,47,-2,0,0,2,0,0,0,0,0,0,0,0,0,1097,0,0,0,0,0,232,0,0,0,Leicester,Watford,Stoke,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Lanzini,MID,WHU,6800000,7,23,1.76923076923077,2.60180995475113E-07,3.38235294117647E-06,0,52677,1,15,0,0,0,1,0,3.4,1406,-2,0,23,2,0.7,0,5,2,0,0,0,1,0.7,22130,0,0,0,0,610,2465,0,0,121,Everton,Man City,Chelsea,Arsenal,Stoke,1.1,0.9,1,1.7,0.9,1.6,1,0.9,1.5,0.9,1.5,1.7,0.9,0.9,0.9,1.3,1.2,1.3,1.2,0.9,1.3,0.9,0.9,0.9,1.9,46.5
Jamaal,Lascelles,DEF,NEW,4700000,0,44,4,8.51063829787234E-07,9.36170212765957E-06,0,485653,3,9,0,0,0,2,0,9.4,58571,2,0,44,-2,0.2,0,0.8,4,0,3,0,0,7.5,753612,0,0,0,1,947,255,0,0,185,West Brom,Chelsea,Leicester,Everton,Arsenal,0,4.2,4.3,4.3,3,4.1,3.7,5.5,4,4.2,3.1,4.8,4.4,5,3.7,3.4,4.6,4,5.9,3.3,5.6,3,5.5,5.1,4.3,39.8
,Lee Chung-yong,MID,CRY,4400000,0,3,0.230769230769231,5.24475524475525E-08,6.81818181818182E-07,0,33049,0,2,0,0,0,0,0,0.7,1394,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,41134,0,0,0,0,109,11,0,0,8,Brighton,West Brom,Bournemouth,Watford,Leicester,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
