FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Collin,Quaner,FWD,HUD,4600000,2,31,1.19230769230769,2.59197324414716E-07,6.73913043478261E-06,0,463624,2,17,0,0,0,0,0,6.7,6393,1,0,31,-1,0.2,0,1,0,0,2,0,3,5.4,516962,0,0,0,0,853,6991,0,0,124,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.9,0.6,0.6,0.8,0.9,0.6,0.6,0.8,0.6,0.9,0.6,0.8,55.9
Domingos,Quina,MID,WHU,4400000,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,31,-1,0,0,1,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,74,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0
Erdal,Rakip,MID,CRY,5000000,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,8,0,0,0,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0,0,0,0,7792,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0.2,16433,0,0,0,0,0,11,0,0,0,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsey,MID,ARS,7000000,20,104,5.8,8.28571428571429E-07,1.48571428571429E-05,0,844616,0,18,0,0,0,6,0,15.1,4345,0,-1,104,0,0.8,0,5.8,10,0,7,0,8,4.1,928401,0,0,0,2,1376,78386,1,0,389,Tottenham,Man City,Brighton,Watford,Leicester,4.2,6,4.8,7.4,5.2,8.1,7.6,6,8.5,3.6,7.7,5.6,143.1
Darren,Randolph,GLK,WHU,4500000,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,3900000,0,3,0.115384615384615,2.95857988165681E-08,7.69230769230769E-07,0,699851,0,1,0,0,0,0,0,0.8,4174,-1,0,3,1,0,0,0,0,0,0,0,0,8.9,283924,0,0,0,0,64,2682,0,0,12,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Marcus,Rashford,FWD,MUN,7500000,1,74,3,4E-07,9.86666666666667E-06,0,1046625,2,12,0,0,0,4,0,9.9,10020,0,0,74,0,0.1,0,0.8,6,0,8,0,5,6,1003134,0,0,0,0,1321,1767,0,0,270,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,2.6,2.5,2.4,3,2.2,3.2,2.2,3.7,2.5,3.4,2.3,3.3,131.1
Nathan,Redmond,MID,SOU,5900000,1,48,2.2,3.72881355932203E-07,8.13559322033898E-06,0,370978,3,22,0,0,0,0,0,8.1,564,-6,0,48,6,0.1,0,0.3,2,0,4,0,3,1.6,83159,0,0,0,0,1371,78,0,0,205,Liverpool,Burnley,Stoke,Newcastle,Swansea,1.3,1.5,1.7,1.7,1.6,1.5,1.2,1.4,1.4,1.8,1.8,1.1,98
Winston,Reid,DEF,WHU,4800000,0,41,2.6,5.41666666666667E-07,8.54166666666667E-06,0,74451,5,26,0,0,0,0,0,8.5,142,-2,0,41,2,0,0,0,3,0,5,0,0,0.6,21826,0,0,0,0,1426,54,0,0,263,Watford,Liverpool,Swansea,Burnley,Man Utd,2.9,2,1.8,2.8,2.7,2.8,2.1,3,1.9,2.3,1.7,2.4,43.1
Declan,Rice,DEF,WHU,4400000,1,15,0.576923076923077,1.31118881118881E-07,3.40909090909091E-06,0,2836,1,14,0,0,0,0,0,3.4,57,-1,0,15,1,0.3,0,1.3,0,0,0,0,0,0.1,4018,0,0,0,0,598,80,0,0,104,Watford,Liverpool,Swansea,Burnley,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.9
,Richarlison,MID,WAT,6200000,2,108,4.2,6.7741935483871E-07,1.74193548387097E-05,0,1516389,4,41,0,0,0,5,0,17.4,29060,2,0,108,-2,0.4,0,2.3,4,0,8,0,8,10.9,1996332,0,0,0,2,2203,8181,0,0,261,West Ham,Everton,West Brom,Arsenal,Liverpool,4.2,5.6,5.1,3.4,3.1,4.7,4.3,4.3,4.5,3.3,4.7,2.8,179.3
Jairo,Riedewald,DEF,CRY,4700000,0,18,0.692307692307692,1.47299509001637E-07,3.82978723404255E-06,0,16303,0,4,0,0,0,0,0,3.8,42,-3,0,18,3,0.4,0,1.8,0,0,2,0,0,0.1,1375,0,0,0,0,310,9,0,0,82,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,6.7
Matt,Ritchie,MID,NEW,5400000,2,75,3.1,5.74074074074074E-07,1.38888888888889E-05,0,481291,3,29,0,0,0,0,0,13.9,1834,-6,0,75,6,0.2,0,1.3,6,0,5,0,7,1.6,387565,0,0,0,1,1931,209,0,0,353,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,2.4,2.8,1.9,2.7,2,3.6,2.4,3.2,3,3.4,2.5,2.5,135.4
Connor,Roberts,DEF,SWA,4000000,0,1,0.0384615384615385,9.61538461538462E-09,2.5E-07,0,2418,0,1,0,0,0,0,0,0.3,460,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,8213,0,0,0,0,25,1232,0,0,3,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Andrew,Robertson,DEF,LIV,4700000,1,47,1.80769230769231,3.84615384615385E-07,1E-05,0,178262,2,13,0,0,0,0,0,10,1847,-3,0,47,3,0.5,0,2.3,3,0,5,0,1,3.1,259594,0,0,0,1,1154,8548,0,0,239,Southampton,West Ham,Newcastle,Man Utd,Watford,1.3,1.9,1.3,0.9,1.7,2,0.9,1.2,1,1.7,1.2,1.9,51.2
Paul,Robinson,GLK,BUR,4500000,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,1,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4300000,0,0,0,0,0,0,8728,0,0,0,0,0,0,0,0,48,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1374,0,0,0,0,0,22,0,0,0,Crystal Palace,Watford,Burnley,Brighton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,4900000,0,27,1.03846153846154,2.11930926216641E-07,5.51020408163265E-06,0,68818,2,11,0,0,0,2,0,5.5,746,-1,0,27,1,0,0,0,1,0,4,0,0,0.4,48222,0,0,0,0,784,52,0,1,69,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,0.8,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,46.4
Joe,Rodon,DEF,SWA,4000000,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5417,0,0,0,0,0,11,0,0,0,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay,Rodriguez,FWD,WBA,5600000,1,68,2.7,4.82142857142857E-07,1.21428571428571E-05,0,210424,2,26,0,0,0,4,0,12.1,8668,-4,0,68,4,0.8,0,4.3,5,0,7,0,1,2.2,201563,0,0,0,0,1881,3221,0,0,189,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,1.4,3.3,2.2,3,2.2,2.6,2.7,1.5,2.5,2.2,2.6,2.1,115.8
Marcos,Rojo,DEF,MUN,5400000,7,16,0.615384615384615,1.13960113960114E-07,2.96296296296296E-06,0,20191,5,7,0,0,0,0,0,3,227,-1,0,16,1,0.3,0,1.8,4,0,2,0,0,0.2,23107,0,0,0,0,474,1299,0,0,88,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,18.5
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,6568,0,0,0,0,0,0,0,0,32,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1438,0,0,0,0,0,22,0,0,0,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6000000,6,56,2.3,3.83333333333333E-07,9.33333333333333E-06,0,138523,4,30,0,0,0,4,0,9.3,721,-5,0,56,5,0.5,0,2.8,0,0,3,0,1,0.6,75244,0,0,0,0,1727,1420,0,0,150,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,1.2,2.6,1.7,2.4,1.7,2,2.1,1.2,1.9,1.7,2,1.6,89.6
Wayne,Rooney,FWD,EVE,7300000,0,97,4.6,6.3013698630137E-07,1.32876712328767E-05,0,2100874,5,25,0,0,0,10,0,13.3,35450,-2,0,97,2,0.1,2,1,19,0,4,0,3,11.1,1785757,0,0,0,2,1537,5931,0,0,387,Crystal Palace,Watford,Burnley,Brighton,Stoke,6.3,5,4.4,6.5,5.3,5.6,5.5,4.5,6,4.5,6.1,4.5,125.2
Danny,Rose,DEF,TOT,6400000,0,14,0.538461538461538,8.41346153846154E-08,2.1875E-06,0,34751,1,7,0,0,0,0,0,2.2,131,-1,0,14,1,0,0,0,0,0,2,0,0,0.3,20572,0,0,0,0,448,142,0,0,91,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,24.6
Liam,Rosenior,DEF,BHA,3900000,0,3,0.115384615384615,2.95857988165681E-08,7.69230769230769E-07,0,224563,0,3,0,0,0,0,0,0.8,2042,-1,0,3,1,0,0,0,0,0,0,0,0,3.6,255146,0,0,0,0,163,1731,0,0,22,Stoke,Swansea,Arsenal,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5100000,1,14,0.538461538461538,1.05580693815988E-07,2.74509803921569E-06,0,5139,1,9,0,0,0,0,0,2.7,17,-4,0,14,4,0.1,0,0.5,0,0,1,0,0,0.1,1413,0,0,0,0,321,21,0,0,45,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.8
Antonio,Rudiger,DEF,CHE,5900000,0,88,4.9,8.30508474576271E-07,1.49152542372881E-05,0,204847,3,13,0,0,0,2,0,14.9,9567,-1,0,88,1,0.6,0,3.3,8,0,9,0,1,4.1,272848,0,0,0,2,1526,4257,0,0,412,West Brom,Man Utd,Man City,Crystal Palace,Burnley,6.4,4.9,5,7,6,6.2,7.1,6.2,6.9,5.3,6.5,5.3,59.3
Mathew,Ryan,GLK,BHA,4500000,2,94,3.6,8E-07,2.08888888888889E-05,0,82396,0,35,0,81,0,0,0,20.9,2522,0,0,94,0,0.4,0,1.8,7,0,8,0,0,2.6,179597,0,0,0,2,2340,1810,0,0,478,Stoke,Swansea,Arsenal,Everton,Man City,3.4,4,5.1,2.4,2.8,4,4.8,4.1,4.3,3.6,4.4,3.3,55.5
Abdelhamid,Sabiri,MID,HUD,4800000,0,10,0.384615384615385,8.01282051282051E-08,2.08333333333333E-06,0,1031,1,5,0,0,0,0,0,2.1,5,-2,0,10,2,0.1,0,0.3,0,0,1,0,1,0,1005,0,0,0,0,217,3,0,0,30,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.4
Henri,Saivet,MID,NEW,4400000,0,8,8,1.81818181818182E-06,1.81818181818182E-06,0,3528,0,2,0,0,0,1,0,1.8,64,-1,0,8,1,0,0,0,1,0,0,0,0,0,3972,0,0,0,0,83,2,0,0,27,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,5.8
Diafra,Sakho,FWD,WHU,5500000,0,24,1.7,3.09090909090909E-07,4.36363636363636E-06,0,29645,2,11,0,0,0,2,0,4.4,205,0,0,24,0,0,0,0,1,0,0,0,1,0.2,28557,0,0,0,0,294,3,0,0,65,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,21.2
Mamadou,Sakho,DEF,CRY,4700000,1,41,1.57692307692308,3.35515548281506E-07,8.72340425531915E-06,0,130541,1,16,0,0,0,1,0,8.7,553,-3,0,41,3,0.1,0,0.3,10,0,2,0,1,0.5,141685,0,0,0,1,877,757,0,0,214,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.8,1.2,1.2,0.9,0.8,1.3,0.8,1.5,1.1,1.1,0.9,1.3,33.8
Bakary,Sako,MID,CRY,4900000,0,36,1.38461538461538,2.82574568288854E-07,7.3469387755102E-06,0,16961,0,10,0,0,0,3,0,7.3,1393,-1,0,36,1,0.6,0,3,1,0,1,0,0,0.1,20276,0,0,0,0,466,19,0,0,115,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0.7,0.7,0.9,0.7,0.9,0.7,1,46.9
Mohamed,Salah,MID,LIV,10300000,15,204,8.2,7.96116504854369E-07,1.98058252427184E-05,0,1791611,0,23,0,0,0,21,0,19.8,4055,13,0,204,-13,0.9,1,9,21,0,9,0,8,56.6,3384538,0,0,0,8,1935,44038,0,0,588,Southampton,West Ham,Newcastle,Man Utd,Watford,10.4,12,11.4,7.6,11,9.7,9.7,11.6,9.7,11.9,9.5,12,304
Renato,Sanches,MID,SWA,4300000,0,20,0.769230769230769,1.78890876565295E-07,4.65116279069767E-06,0,166086,1,10,0,0,0,0,0,4.7,434,-7,0,20,7,0,0,0,0,0,2,0,0,0.2,170206,0,0,0,0,699,132,0,0,83,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,27
Alexis,Sanchez,MID,MUN,11800000,5,104,5,4.23728813559322E-07,8.8135593220339E-06,0,378540,5,23,0,0,0,8,0,8.8,6094,-2,0,104,2,0.2,1,1.8,8,0,8,0,5,5,474000,0,0,0,2,1681,19593,0,0,331,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,5.2,5.7,4.3,5.3,4.7,6.5,3.2,7,5,6.8,4.1,5.8,238.8
Davinson,Sanchez,DEF,TOT,6000000,2,60,3,5E-07,1E-05,0,51752,1,14,0,0,0,0,0,10,484,0,0,60,0,0.6,0,3.5,1,0,8,0,0,0.5,64234,1,0,0,0,1620,647,0,1,353,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,4,3.6,3.7,2.2,2.9,2.6,2.7,2.8,2.8,3.6,2.3,3,46.2
,Sandro,FWD,EVE,7000000,0,10,1.3,1.85714285714286E-07,1.42857142857143E-06,0,74156,0,7,0,0,0,0,0,1.4,165,-5,0,10,5,0,0,0,0,0,1,0,0,0.4,7734,0,0,0,0,275,1,0,0,21,Crystal Palace,Watford,Burnley,Brighton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,9.8
Leroy,Sane,MID,MCI,8300000,0,118,4.53846153846154,5.46802594995366E-07,1.42168674698795E-05,0,2037489,4,15,0,0,0,7,0,14.2,26934,-2,0,118,2,0.4,0,3,11,0,7,0,10,6.9,2061673,0,0,0,3,1542,367,0,0,419,Leicester,Arsenal,Chelsea,Stoke,Brighton,0,0,0,0,0,5.2,4.4,3.6,5.3,4.6,6.1,4.7,181.6
Sean,Scannell,MID,HUD,4500000,0,0,0,0,0,0,2997,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,11,0,0,0,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezequiel,Schelotto,DEF,BHA,4400000,2,10,0.384615384615385,8.74125874125874E-08,2.27272727272727E-06,0,1215,1,15,0,0,0,0,0,2.3,77,-1,0,10,1,0.2,0,0.8,0,0,0,0,0,0,2778,0,0,0,0,614,188,0,0,98,Stoke,Swansea,Arsenal,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,22.1
Christopher,Schindler,DEF,HUD,4600000,1,68,2.7,5.8695652173913E-07,1.47826086956522E-05,0,324038,4,41,0,0,0,0,0,14.8,7447,1,0,68,-1,0.2,0,0.8,12,0,6,0,2,3.1,418152,0,0,0,4,2184,182,0,1,478,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0,1.7,1.7,2.7,4.1,1.8,2.1,3.2,2,2.6,1.7,3.6,84.9
Jeffrey,Schlupp,DEF,CRY,4700000,0,39,2.1,4.46808510638298E-07,8.29787234042553E-06,0,34981,3,26,0,0,0,0,0,8.3,272,-3,0,39,3,0,0,0,0,0,3,0,0,0.2,26887,0,0,0,0,1560,8,0,0,228,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,2,1.2,2.4,1.8,1.7,1.5,2,60.8
Kasper,Schmeichel,GLK,LEI,5000000,2,100,3.8,7.6E-07,2E-05,0,192585,2,35,0,78,0,0,0,20,7142,0,0,100,0,1.2,0,5.8,14,0,7,0,0,5.1,247492,1,0,1,3,2340,3718,0,0,487,Man City,Stoke,Bournemouth,West Brom,Arsenal,3.2,5,4,3.3,5.4,4,4,4,4.7,4.5,5.3,3.4,59.4
Morgan,Schneiderlin,MID,EVE,4700000,2,35,1.7,3.61702127659574E-07,7.4468085106383E-06,0,56017,3,29,0,0,0,0,0,7.4,267,-3,0,35,3,0.3,0,1.3,0,0,4,0,0,0.5,20998,0,0,0,0,1520,208,0,1,239,Crystal Palace,Watford,Burnley,Brighton,Stoke,1.2,0.8,0.8,1.3,0.8,0.8,0.9,0.9,1.3,0.8,1.1,0.8,38.7
Kyle,Scott,MID,CHE,4300000,0,0,0,0,0,0,6063,0,0,0,0,0,0,0,0,52,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6077,0,0,0,0,0,83,0,0,0,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6100000,8,100,4.2,6.88524590163934E-07,1.63934426229508E-05,0,817605,4,43,0,0,0,5,0,16.4,8221,1,0,100,-1,0.8,0,4.8,11,0,4,0,6,8.1,1006627,0,0,0,1,1974,25902,0,0,378,Brighton,Leicester,Southampton,Man City,Everton,4.9,3.6,3.9,3.3,5.9,3.1,4.3,3.8,4.6,2.8,4.8,4,189.7
Luke,Shaw,DEF,MUN,4900000,6,31,1.19230769230769,2.43328100470958E-07,6.3265306122449E-06,0,58716,1,2,0,0,0,0,0,6.3,1249,-1,0,31,1,0.6,0,3,1,0,5,0,0,1.1,109257,0,0,0,0,532,6227,0,0,143,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.6,0.8,1,0.9,0.6,0.7,0.6,0.8,0.6,1.1,0.6,0.9,27.2
Ryan,Shawcross,DEF,STK,4800000,1,50,2.8,5.83333333333333E-07,1.04166666666667E-05,0,87774,1,27,0,0,0,1,0,10.4,567,-2,0,50,2,0.8,0,3.8,2,0,4,0,1,0.9,45350,1,0,0,0,1561,1693,0,0,253,Brighton,Leicester,Southampton,Man City,Everton,3.5,1.9,2.6,2.5,2.6,2.2,2.9,2.6,3.1,2.3,4.1,2.1,71.3
Jonjo,Shelvey,MID,NEW,5200000,2,30,1.6,3.07692307692308E-07,5.76923076923077E-06,0,84321,2,21,0,0,0,0,0,5.8,121,-3,0,30,3,0.3,0,1.5,1,0,2,0,1,0.3,15976,0,0,0,0,1290,71,0,2,171,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.8,1,0.8,0.9,0.8,1.3,0.8,1.1,1,1.2,0.8,0.8,70.2
,Sheyi Ojo,MID,LIV,5000000,0,0,0,0,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,Southampton,West Ham,Newcastle,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Sidwell,MID,BHA,4300000,0,0,0,0,0,0,22522,0,0,0,0,0,0,0,0,55,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2873,0,0,0,0,0,38,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,EVE,8000000,0,77,3.3,4.125E-07,9.625E-06,0,378105,2,36,0,0,0,3,0,9.6,1710,-5,0,77,5,0.3,0,2.3,6,0,5,0,3,2,150798,0,0,0,1,1914,808,0,0,325,Crystal Palace,Watford,Burnley,Brighton,Stoke,3.5,2.4,2.5,3.6,2.3,2.3,2.8,2.7,3.6,2.6,3.3,2.5,128.2
,Silva,MID,LEI,6000000,2,7,0.269230769230769,4.48717948717949E-08,1.16666666666667E-06,0,1940,0,1,0,0,0,0,0,1.2,260,0,0,7,0,0.3,0,1.5,0,0,0,0,1,0,3631,0,0,0,0,72,154,0,0,33,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Danny,Simpson,DEF,LEI,4300000,2,45,2.3,5.34883720930233E-07,1.04651162790698E-05,0,328065,1,28,0,0,0,0,0,10.5,1125,-2,0,45,2,0.1,0,0.5,0,0,4,0,0,1.9,170454,0,0,0,0,1738,2898,0,0,267,Man City,Stoke,Bournemouth,West Brom,Arsenal,1.4,2.5,1.8,1.5,2.7,1.8,1.9,1.9,2.3,2.7,2.7,1.5,49
Jack,Simpson,DEF,BOU,4000000,0,1,0.0384615384615385,9.61538461538462E-09,2.5E-07,0,5178,0,2,0,0,0,0,0,0.3,217,0,0,1,0,0,0,0,0,0,0,0,0,0.1,10814,0,0,0,0,71,360,0,0,10,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Joshua,Sims,MID,SOU,4300000,0,1,0.0384615384615385,8.94454382826476E-09,2.32558139534884E-07,0,6179,0,0,0,0,0,0,0,0.2,58,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,6351,0,0,0,0,1,72,0,0,3,Liverpool,Burnley,Stoke,Newcastle,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome,Sinclair,FWD,WAT,4900000,0,3,0.115384615384615,2.35478806907378E-08,6.12244897959184E-07,0,12488,0,0,0,0,0,0,0,0.6,141,-1,0,3,1,0,0,0,0,0,0,0,0,0.2,9791,0,0,0,0,28,195,0,0,8,West Ham,Everton,West Brom,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Moussa,Sissoko,MID,TOT,5300000,0,45,1.73076923076923,3.2656023222061E-07,8.49056603773585E-06,0,44036,3,13,0,0,0,1,0,8.5,299,-2,1,45,2,0.2,0,0.8,0,0,6,0,1,0.4,35448,0,0,0,0,1097,77,-1,0,194,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,1.4,0.9,1.6,1,1.3,0.9,0.9,0.9,0.9,1.1,0.9,1.3,75.2
Jiri,Skalak,MID,BHA,4700000,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,0,12,-3,0,0,3,0,0,0,0,0,0,0,0,0,629,0,0,0,0,0,11,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Islam,Slimani,FWD,NEW,6600000,0,21,0.807692307692308,1.22377622377622E-07,3.18181818181818E-06,0,32340,0,3,0,0,0,1,0,3.2,673,-4,0,21,4,0,0,0,1,0,1,0,1,0.4,21604,0,0,0,0,240,554,0,0,61,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0,0,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,21
Chris,Smalling,DEF,MUN,5300000,8,71,3.9,7.35849056603774E-07,1.33962264150943E-05,0,318488,2,14,0,0,0,1,0,13.4,2208,-2,0,71,2,1,0,5.5,5,0,8,0,0,3.2,387459,0,0,0,1,1545,29804,0,0,344,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,3.3,4.9,4.4,5.1,4,4.5,3.1,5,3.1,5.7,3.9,5.2,50.6
Tommy,Smith,DEF,HUD,4700000,0,40,2,4.25531914893617E-07,8.51063829787234E-06,0,33244,6,28,0,0,0,0,0,8.5,132,-3,0,40,3,-0.1,0,-0.3,2,0,4,0,1,0.2,16268,0,0,0,0,1609,70,0,0,258,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,1.6,1,1,1.7,2.9,1.1,1.3,2.1,1.2,1.6,1,2.4,53.8
Robert,Snodgrass,MID,WHU,5800000,0,0,0,0,0,0,233242,0,0,0,0,0,0,0,0,74,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1836,0,0,0,0,0,1,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramadan,Sobhi,MID,STK,4500000,0,39,1.5,3.33333333333333E-07,8.66666666666667E-06,0,62142,2,24,0,0,0,2,0,8.7,1092,-5,0,39,5,0.1,0,0.5,2,0,1,0,1,0.5,37900,0,0,0,0,885,228,0,0,182,Brighton,Leicester,Southampton,Man City,Everton,1,0.8,0.8,0.8,1.4,0.8,0.8,0.8,0.9,0.8,1,0.8,50.4
Dominic,Solanke,FWD,LIV,4700000,0,21,1.4,2.97872340425532E-07,4.46808510638298E-06,0,210855,0,4,0,0,0,0,0,4.5,1572,-3,0,21,3,0.1,0,0.3,0,0,1,0,1,1.5,112112,0,0,0,0,375,893,0,0,49,Southampton,West Ham,Newcastle,Man Utd,Watford,0.8,1,1,0.7,1,0.7,0.7,1,0.7,1.2,0.7,1.1,42
Heung-Min,Son,MID,TOT,8100000,2,119,4.8,5.92592592592593E-07,1.46913580246914E-05,0,730671,0,12,0,0,0,8,0,14.7,44774,1,0,119,-1,0.6,0,5,10,0,10,0,5,12.4,1334552,0,0,0,5,1621,25013,0,0,372,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,6.3,4.3,6.8,5,6,4.2,4.4,4.1,4.1,5.3,4.7,5.9,163.8
