FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Victor,Lindelof,DEF,MUN,4900000,0,27,2.7,5.51020408163265E-07,5.51020408163265E-06,0,296195,1,9,0,0,0,0,0,5.5,948,-6,0,27,6,0,0,0,1,0,3,0,0,1,67273,0,0,0,0,743,55,0,0,166,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,1.8,2.9,3.1,3.1,2.3,2.6,1.7,3,1.7,3.5,2.2,3.2,19.5
Jesse,Lingard,MID,MUN,6200000,3,96,3.69230769230769,5.95533498759305E-07,1.54838709677419E-05,0,680780,2,11,0,0,0,7,0,15.2,68483,2,1,96,-2,0.4,0,2.5,10,0,6,0,4,16,1518927,0,0,0,2,1201,13806,-1,0,307,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,3.3,3.7,2.7,3.4,2.9,4.3,1.9,4.7,3.2,4.5,2.5,3.7,122.2
Jake,Livermore,MID,WBA,4800000,0,49,2.1,4.375E-07,1.02083333333333E-05,0,15436,2,27,0,0,0,0,0,10.2,124,-2,0,49,2,0.1,0,0.5,0,0,5,0,1,0.1,9111,0,0,0,0,1754,5,0,0,226,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,2.2,1.1,1.8,1.3,1.6,1.8,1,1.3,1.3,1.5,1,53.6
Fernando,Llorente,FWD,TOT,7300000,1,20,1.4,1.91780821917808E-07,2.73972602739726E-06,0,25034,1,1,0,0,0,1,0,2.7,206,-2,0,20,2,0,0,0.3,2,0,1,0,0,0.2,21132,0,0,0,0,214,153,0,0,62,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,1,0.7,1.2,0.8,1,0.7,0.8,0.9,0.7,1,0.7,1.1,20.1
Hugo,Lloris,GLK,TOT,5400000,1,91,3.8,7.03703703703704E-07,1.68518518518519E-05,0,533857,0,23,0,50,0,0,0,16.9,2745,-1,0,91,1,0.6,0,3.5,2,0,10,0,0,8,265494,0,0,0,0,2160,2219,0,0,450,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,5.4,4.5,5.1,3.2,4.1,3.8,3.8,4,4,4.9,3.3,4.3,40.6
Jurgen,Locadia,FWD,BHA,6000000,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,143,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben,Loftus-Cheek,MID,CRY,4500000,0,53,2.03846153846154,4.52991452991453E-07,1.17777777777778E-05,0,841473,0,24,0,0,0,1,0,11.8,9079,0,0,53,0,0,0,0,2,0,3,0,4,3.5,500147,0,0,0,0,1329,79,0,0,236,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,1.2,1.3,1.7,1.1,1.6,1.1,1.9,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0,0,0,0,15686,0,0,0,0,0,0,0,0,75,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,13701,0,0,0,0,0,70,0,0,0,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.18604651162791E-07,2.55813953488372E-06,0,6834,1,5,0,0,0,1,0,2.6,231,-2,0,11,2,0.4,0,1.8,0,0,0,0,0,0.1,6788,0,0,0,0,217,20,0,0,28,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,11.8
Kevin,Long,DEF,BUR,4100000,1,30,1.15384615384615,2.81425891181989E-07,7.31707317073171E-06,0,272898,1,7,0,0,0,0,0,7.3,4613,1,0,30,-1,0.2,0,0.8,4,0,3,0,1,6.3,444309,0,0,0,0,630,7306,0,0,139,Swansea,Southampton,Everton,West Ham,Chelsea,0.6,0.7,0.6,0.7,0.7,0.6,0.7,0.6,0.6,0.9,0.6,0.6,30.7
Shane,Long,FWD,SOU,5600000,1,37,1.9,3.39285714285714E-07,6.60714285714286E-06,0,53328,4,20,0,0,0,1,0,6.6,1017,-4,0,37,4,0.2,0,1.3,0,0,3,0,2,0.5,39769,0,0,0,0,1112,304,0,0,112,Liverpool,Burnley,Stoke,Newcastle,Swansea,1.3,1.2,1.9,1.5,1.3,1.3,1,1,1.3,1.6,1.3,1.3,66.9
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.74509803921569E-07,1.96078431372549E-06,0,9133,0,6,0,0,0,0,0,2,55,-4,0,10,4,0,0,0,0,0,0,0,1,0.1,2246,0,0,0,0,153,1,0,0,30,Crystal Palace,Watford,Burnley,Brighton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,7.5
Jonas,Lossl,GLK,HUD,4600000,10,98,3.8,8.26086956521739E-07,2.1304347826087E-05,0,375348,0,46,0,72,0,0,0,21.3,2701,1,0,98,-1,0.8,0,3.5,10,0,7,0,1,7.1,545880,0,0,2,2,2340,4284,0,0,516,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,4.2,3,3.1,4.4,5.7,3.1,3.7,5.1,3.5,4.3,2.9,5.6,63.4
Dejan,Lovren,DEF,LIV,5300000,1,69,3.5,6.60377358490566E-07,1.30188679245283E-05,0,124568,4,20,0,0,0,1,0,13,700,-2,0,69,2,0.4,0,2.3,5,0,7,0,1,1.1,79702,0,0,0,1,1565,1565,0,0,370,Southampton,West Ham,Newcastle,Man Utd,Watford,3.7,4.7,3.6,2.8,4.4,4.2,2.4,3.5,3,4.4,3.4,4.7,61.7
Chris,Lowe,DEF,HUD,4400000,0,50,2.6,5.90909090909091E-07,1.13636363636364E-05,0,261723,0,23,0,0,0,0,0,11.4,2400,-1,0,50,1,0.1,0,0.3,0,0,6,0,0,1.4,275966,0,0,0,0,1312,25,0,0,262,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,2.4,1.6,1.6,2.5,3.9,1.7,2,3,1.9,2.5,1.6,3.4,32.7
Matthew,Lowton,DEF,BUR,4300000,4,57,4.1,9.53488372093023E-07,1.32558139534884E-05,0,268400,0,10,0,0,0,0,0,13.3,1681,-2,0,57,2,0.2,0,1,2,0,6,0,2,1.9,307260,0,0,0,0,1215,10785,0,0,254,Swansea,Southampton,Everton,West Ham,Chelsea,4.1,5,4.4,4.8,4.9,4,5.1,4.6,4.5,5.7,4.2,4.3,44.5
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,4,0,0,0,Southampton,West Ham,Newcastle,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lucas Moura,MID,TOT,8000000,0,0,0,0,0,0,2519,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6235,0,0,0,0,0,516,0,0,0,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,MUN,11300000,6,117,4.7,4.15929203539823E-07,1.0353982300885E-05,0,3316925,3,18,0,0,0,12,0,10.4,10883,-2,0,117,2,0.4,1,4.5,10,0,13,0,5,20.9,1858747,0,0,0,2,2159,6410,0,0,419,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,5.1,4.9,4.8,5.7,4.5,6,4.4,6.7,5,6.3,4.6,6.2,195.6
Dodi,Lukebakio,MID,WAT,5000000,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,19,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi,Lumeka,MID,CRY,4400000,0,1,0.0384615384615385,8.74125874125874E-09,2.27272727272727E-07,0,604,0,0,0,0,0,0,0,0.2,7,-1,0,1,1,0,0,0,0,0,0,0,0,0,667,0,0,0,0,25,12,0,0,3,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,9,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,1,27316,0,0,0,0,0,124,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,LEI,5500000,2,97,3.7,6.72727272727273E-07,1.76363636363636E-05,0,605967,4,35,0,0,0,2,0,17.6,15849,5,0,97,-5,0.8,0,4.3,10,0,7,0,4,12.9,1132334,0,0,0,1,2340,9174,0,0,531,Man City,Stoke,Bournemouth,West Brom,Arsenal,3.1,4.8,3.8,3.2,5.2,3.8,3.9,3.9,4.5,4.4,5.1,3.2,108.5
Connor,Mahoney,MID,BOU,4500000,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0
Riyad,Mahrez,MID,LEI,8600000,0,137,5.7,6.62790697674419E-07,1.59302325581395E-05,0,1152802,1,29,0,0,0,8,0,15.9,93352,1,1,137,-1,0.3,0,2.8,14,0,7,0,10,7.9,1330261,0,0,0,2,1939,2383,-1,0,464,Man City,Stoke,Bournemouth,West Brom,Arsenal,4.3,7.5,7.6,6.2,7.9,5.4,7.5,6,7,5.6,7.9,4.9,178.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,16,0.615384615384615,1.36752136752137E-07,3.55555555555556E-06,0,7589,0,10,0,0,0,0,0,3.6,713,0,0,16,0,0.2,0,0.8,0,0,2,0,0,0.1,13421,0,0,0,0,563,157,0,0,92,Tottenham,Man City,Brighton,Watford,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.5
Moses,Makasi,MID,WHU,4500000,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Malone,DEF,HUD,4300000,0,29,1.11538461538462,2.59391771019678E-07,6.74418604651163E-06,0,18914,3,20,0,0,0,0,0,6.7,173,-2,0,29,2,0.1,0,0.3,4,0,2,0,1,0.2,19302,0,0,0,1,875,50,0,0,169,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.6,0.6,0.6,0.6,1.3,0.6,0.6,0.8,0.6,0.6,0.6,1,32.7
Sadio,Mane,MID,LIV,9300000,3,88,3.38461538461538,3.63937138130687E-07,9.46236559139785E-06,0,1638175,2,19,0,0,0,6,0,9.5,8404,-2,0,88,2,0.5,0,4.5,6,0,8,0,5,7.4,834383,0,0,0,2,1320,4663,0,1,302,Southampton,West Ham,Newcastle,Man Utd,Watford,2.8,3.8,3.6,1.8,3.1,2.5,3.2,3.6,2.8,3.6,2.5,3.6,136.3
Eliaquim,Mangala,DEF,EVE,5000000,0,21,0.807692307692308,1.61538461538462E-07,4.2E-06,0,23353,0,7,0,0,0,0,0,4.2,430,0,0,21,0,0,0,0,0,0,2,0,0,0.3,29033,0,0,0,0,573,1250,0,0,114,Crystal Palace,Watford,Burnley,Brighton,Stoke,0.8,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.8
Javier,Manquillo,DEF,NEW,4400000,0,44,2.3,5.22727272727273E-07,1E-05,0,104455,2,28,0,0,0,0,0,10,986,-1,0,44,1,0.1,0,0.3,1,0,4,0,0,0.8,82466,0,0,0,0,1685,49,0,0,227,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,2.1,1.5,1.9,2.1,1.6,2.4,1.5,2.6,1.3,2.1,2.2,2.1,41
Solomon,March,MID,BHA,4900000,1,54,2.07692307692308,4.23861852433281E-07,1.10204081632653E-05,0,44584,3,20,0,0,0,1,0,11,192,-1,0,54,1,0.4,0,2,0,0,6,0,2,0.2,44610,0,0,0,0,1499,32,0,0,208,Stoke,Swansea,Arsenal,Everton,Man City,1.1,1.8,1.9,1.4,1,1.8,2.2,1,1.5,1.1,1.4,1,77.4
Adrian,Mariappa,DEF,WAT,4100000,2,30,1.9,4.63414634146341E-07,7.31707317073171E-06,0,336765,2,25,0,0,0,0,0,7.3,3050,1,0,30,-1,0.5,0,2,0,0,3,0,0,4.4,381577,0,0,0,0,1209,4771,0,0,191,West Ham,Everton,West Brom,Arsenal,Liverpool,1.5,1.3,1.6,1.3,1.4,1.2,1.6,1.3,2.5,1.2,1.3,1.1,30.3
Dean,Marney,MID,BUR,4400000,0,0,0,0,0,0,1263,0,0,0,0,0,0,0,0,30,-1,0,0,1,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,12,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,8100000,1,111,4.26923076923077,5.27065527065527E-07,1.37037037037037E-05,0,386706,1,9,0,0,0,9,0,13.7,30682,1,0,111,-1,0.8,0,6.3,7,0,8,0,5,4.8,539870,0,0,0,1,1181,9017,0,0,355,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,4.1,4.6,3.4,4.2,3.7,5.2,2.4,5.7,4,5.5,3.2,4.6,140
Cuco,Martina,DEF,EVE,4400000,3,47,2.6,5.90909090909091E-07,1.06818181818182E-05,0,105165,2,26,0,0,0,0,0,10.7,1873,-1,0,47,1,0.4,0,1.8,0,0,5,0,1,2,179239,0,0,0,0,1560,4395,0,0,308,Crystal Palace,Watford,Burnley,Brighton,Stoke,3.9,2.4,2.2,3.2,2,2.3,2.9,1.8,2.4,1.8,2.8,2.2,62.8
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,27535,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1368,0,0,0,0,0,11,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,4181,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5016,0,0,0,0,0,6,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,0,6,0.230769230769231,4.70957613814757E-08,1.22448979591837E-06,0,2518,1,18,0,0,0,0,0,1.2,31,-1,0,6,1,0.1,0,0.3,0,0,0,0,0,0,2055,0,0,0,0,578,37,0,0,90,Brighton,Leicester,Southampton,Man City,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.7
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,89161,0,0,0,0,0,0,0,0,1060,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,88619,0,0,0,0,0,90,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4400000,0,39,1.5,3.40909090909091E-07,8.86363636363636E-06,0,136453,5,24,0,0,0,0,0,8.9,5075,-1,0,39,1,0.2,0,0.8,1,0,3,0,2,1,172836,0,0,0,0,1323,31,0,0,247,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,1.2,1.2,0.8,1.3,0.8,0.9,0.8,1,58.3
Juan,Mata,MID,MUN,6800000,5,83,4,5.88235294117647E-07,1.22058823529412E-05,0,248051,1,7,0,0,0,3,0,12.2,1884,-2,0,83,2,0.4,0,3,6,0,13,0,4,2.2,199262,0,0,0,1,1424,2906,0,0,336,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,3.7,4.1,3,3.8,3.3,4.8,2.2,5.2,3.6,5.1,2.9,4.2,131.3
Nemanja,Matic,MID,MUN,4800000,3,65,2.5,5.20833333333333E-07,1.35416666666667E-05,0,1034633,4,16,0,0,0,0,0,13.5,4728,-2,0,65,2,0.5,0,2.5,0,0,15,0,1,8.2,561402,0,0,0,0,2303,2581,0,0,394,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,1.7,2,1.4,1.8,1.5,2.4,1.2,2.7,1.7,2.6,1.3,2,81.9
Joel,Matip,DEF,LIV,5400000,0,65,3.3,6.11111111111111E-07,1.2037037037037E-05,0,214450,2,25,0,0,0,1,0,12,1073,-1,0,65,1,0.4,0,2,3,0,7,0,0,1.8,134745,0,0,0,1,1633,702,0,0,390,Southampton,West Ham,Newcastle,Man Utd,Watford,3.4,4.3,3.3,2.5,4,4,2.2,3.2,2.7,4.1,3.1,4.4,70.3
Konstantinos,Mavropanos,DEF,ARS,4400000,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,42,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,5000000,2,87,3.3,6.6E-07,1.74E-05,0,95693,1,37,0,0,0,2,0,17.4,3519,0,0,87,0,1.2,0,5.8,6,0,7,0,1,2.3,154860,0,0,0,1,2340,22356,0,0,482,Burnley,Brighton,West Ham,Huddersfield,Southampton,3.8,3.4,4.3,3,3.7,2.6,2.8,3.2,2.7,3.6,2.7,4,86.1
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.769230769230769,1.9723865877712E-07,5.12820512820513E-06,0,759201,0,11,0,0,0,0,0,5.1,9613,-1,0,20,1,0,0,0,3,0,1,0,0,13.2,1275089,0,0,0,1,670,16702,0,0,133,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,23.2
James,McArthur,MID,CRY,4300000,2,56,2.15384615384615,5.00894454382826E-07,1.30232558139535E-05,0,294917,3,19,0,0,0,3,0,13,5725,-2,0,56,2,0.5,0,2.3,6,0,3,0,0,3.8,274248,0,0,0,1,1386,6564,0,0,231,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,1.5,1.5,1.4,1.1,1.3,1.3,1.4,1.8,1.2,1.8,1.2,2.1,81
Gareth,McAuley,DEF,WBA,4600000,1,8,0.307692307692308,6.68896321070234E-08,1.73913043478261E-06,0,84562,0,15,0,0,0,0,0,1.7,164,-4,0,8,4,0.2,0,1,0,0,0,0,0,0.4,6375,0,0,0,0,454,94,0,0,73,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739E-07,3.47826086956522E-06,0,217388,0,5,0,0,0,0,0,3.5,9401,1,0,16,-1,0.1,0,0.5,0,0,0,0,1,3.1,254885,0,0,0,0,267,362,0,0,45,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,17.4
Alex,McCarthy,GLK,SOU,4400000,1,14,0.538461538461538,1.22377622377622E-07,3.18181818181818E-06,0,5553,1,8,0,10,0,0,0,3.2,237,-1,0,14,1,0.3,0,1.3,1,0,1,0,0,0.2,10892,0,0,0,0,540,260,0,0,78,Liverpool,Burnley,Stoke,Newcastle,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.1
James,McCarthy,MID,EVE,4900000,0,6,0.230769230769231,4.70957613814757E-08,1.22448979591837E-06,0,2186,0,6,0,0,0,0,0,1.2,16,-1,0,6,1,0.2,0,1,0,0,0,0,0,0,654,0,0,0,0,204,5,0,0,41,Crystal Palace,Watford,Burnley,Brighton,Stoke,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
James,McClean,MID,WBA,4800000,1,31,1.19230769230769,2.48397435897436E-07,6.45833333333333E-06,0,9542,4,14,0,0,0,1,0,6.5,64,-2,0,31,2,0.2,0,0.8,1,0,3,0,0,0.1,6132,1,0,0,0,811,24,0,0,101,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.6,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,52.7
Sam,McQueen,DEF,SOU,4300000,0,12,0.461538461538462,1.07334525939177E-07,2.7906976744186E-06,0,5886,0,1,0,0,0,0,0,2.8,86,-2,0,12,2,0,0,0,2,0,1,0,0,0.1,3764,0,0,0,0,126,1,0,0,40,Liverpool,Burnley,Stoke,Newcastle,Swansea,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.6
Scott,McTominay,MID,MUN,4200000,3,8,0.307692307692308,7.32600732600733E-08,1.9047619047619E-06,0,37888,0,0,0,0,0,0,0,1.9,1118,-3,0,8,3,0.2,0,1,0,0,2,0,0,0.5,57013,0,0,0,0,191,3799,0,0,34,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.4
Ben,Mee,DEF,BUR,4900000,1,76,3.2,6.53061224489796E-07,1.55102040816327E-05,0,813533,5,23,0,0,0,0,0,15.5,10360,4,0,76,-4,0.3,0,1.5,6,0,8,0,0,14.2,1081772,0,0,0,1,2160,22528,0,0,405,Swansea,Southampton,Everton,West Ham,Chelsea,2.8,3.5,3,3.4,3.4,2.7,3.6,3.2,3.2,4.1,2.9,2.9,98.1
Max,Melbourne,DEF,WBA,4000000,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2669,0,0,0,0,0,8,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.653846153846154,1.03785103785104E-07,2.6984126984127E-06,0,111081,2,1,0,0,0,0,0,2.7,60,-2,0,17,2,0,0,0,1,0,2,0,1,0.3,87811,0,0,0,0,298,18,0,0,84,Leicester,Arsenal,Chelsea,Stoke,Brighton,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3866,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,Man City,Stoke,Bournemouth,West Brom,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikel,Merino,MID,NEW,5000000,1,44,1.69230769230769,3.38461538461538E-07,8.8E-06,0,14848,4,16,0,0,0,1,0,8.8,78,0,0,44,0,0.2,0,1,4,0,3,0,1,0.1,14973,0,0,0,0,1245,14,0,0,249,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.9,1,0.8,1,0.8,1.5,0.9,1.3,1.1,1.3,0.9,0.9,69.1
Per,Mertesacker,DEF,ARS,4700000,0,15,0.576923076923077,1.22749590834697E-07,3.19148936170213E-06,0,43785,0,7,0,0,0,1,0,3.2,276,-3,1,15,3,0,0,0,2,0,0,0,0,0.5,29819,0,0,0,1,351,162,-1,0,77,Tottenham,Man City,Brighton,Watford,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381E-07,4.28571428571429E-06,0,61591,3,16,0,0,0,0,0,4.3,1413,-3,0,18,3,0,0,0,0,0,2,0,0,0.6,59198,0,0,0,0,753,55,0,0,125,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,20.9
Simon,Mignolet,GLK,LIV,4800000,0,67,3.5,7.29166666666667E-07,1.39583333333333E-05,0,99672,3,24,0,36,0,0,0,14,1185,-2,0,67,2,0,0,0,0,0,7,0,0,1.3,63203,0,0,1,0,1710,227,0,0,329,Southampton,West Ham,Newcastle,Man Utd,Watford,3.7,4.7,3.6,2.8,4.4,4.2,2.4,3.5,3,4.4,3.4,4.7,28
Luka,Milivojevic,MID,CRY,4700000,10,82,3.4,7.23404255319149E-07,1.74468085106383E-05,0,142945,6,36,0,0,0,6,0,17.4,7414,-3,0,82,3,1.1,1,5.3,11,0,4,0,0,4.9,353917,0,0,0,0,1999,23503,0,0,359,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,3.2,3.1,3,2.4,2.8,2.8,3,3.6,2.6,3.6,2.6,4,108.7
James,Milner,DEF,LIV,6000000,5,49,1.88461538461538,3.14102564102564E-07,8.16666666666667E-06,0,274835,3,18,0,0,0,0,0,8.2,430,-5,0,49,5,0.4,0,2.5,3,0,4,0,2,2.1,41555,0,0,0,1,1102,1025,0,0,272,Southampton,West Ham,Newcastle,Man Utd,Watford,1.4,2,1.3,1,1.8,2.1,0.9,1.3,1.1,1.8,1.3,2,83.7
Tyrone,Mings,DEF,BOU,4300000,0,0,0,0,0,0,17268,1,4,0,0,0,0,0,0,47,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2462,0,0,0,0,135,15,0,0,17,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1,1.66666666666667E-07,8.33333333333333E-07,0,116317,1,8,0,0,0,0,0,0.8,229,-5,0,5,5,0,0,0,0,0,0,0,0,0.8,8919,0,0,0,0,135,0,0,0,19,Crystal Palace,Watford,Burnley,Brighton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.61702127659574E-07,2.12765957446809E-06,0,152683,0,0,0,0,0,1,0,2.1,429,-3,0,10,3,0,0,0,0,0,0,0,0,0.6,48819,0,0,0,0,89,22,0,0,37,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,16.6
Henrikh,Mkhitaryan,MID,ARS,7800000,13,71,2.73076923076923,3.50098619329389E-07,9.1025641025641E-06,0,1840668,2,7,0,0,0,1,0,9.1,4144,-2,-1,71,2,0.4,0,3.5,6,0,9,0,8,10.9,1905224,0,0,0,2,1040,166279,1,0,282,Tottenham,Man City,Brighton,Watford,Leicester,1.4,1.8,1.4,2.5,1.5,2.8,2.6,1.8,3,1.4,2.6,1.7,100.8
